meanPX meanPY meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2450.38 2366.3 0.873943 0.266157 0.663082 1.58541e-08 -82.453 3.41236 6336.96 2.07352
2458.72 2384.6 0.875657 4.59462 5.1492 1.11859e-08 -79.1551 2.85501 12946.5 2.07347
2434.44 2410.98 0.874096 10.0126 9.73591 9.22342e-08 -65.9771 2.30694 15374.5 2.06787
2494.92 2252.73 0.872578 4.04317 4.61894 5.76811e-08 -65.7858 1.84839 12956.4 2.02824
2568.76 2239.24 0.874719 5.01314 4.02323 1.82801e-08 -56.9295 1.20503 14344.5 2.0071
2578.2 2247.43 0.872222 4.61249 3.23117 9.97013e-09 -49.2929 0.935599 19872.6 2.00271
2661.68 2181.66 0.877226 13.0975 3.60304 2.29068e-12 -53.0275 0.627854 22202.6 1.97027
2687.27 2164.24 0.880409 5.7954 1.57885 6.51573e-10 -48.5652 0.462779 23326.8 1.94791
2878.12 2112.21 0.887601 4.01414 0.885366 4.18575e-09 -53.2246 0.209549 24286.9 1.93679
2823.33 2132.36 0.884136 29.7619 7.12069 3.58696e-07 -46.6376 0.294222 29393.9 1.92048
2927.88 2078.04 0.880741 8.18306 15.0879 4.11276e-09 -50.7844 0.205593 30477.9 1.90869
2965.93 2088.07 0.881659 15.7323 28.2825 3.32994e-08 -49.7446 0.168328 27920.3 1.9109
2939.3 2124.91 0.859009 1.14027 0.0932688 3.39531e-07 -47.7731 0.195469 21419.3 1.88189
3020.71 2124.77 0.843826 1.58938 0.102901 7.0692e-07 -50.0685 0.129265 21666.8 1.89376
3047.74 2142.64 0.83981 0.446092 0.149838 1.78714e-07 -57.0943 0.0917482 21679.2 1.88936
3113.45 2128.03 0.84854 0.67784 0.685618 1.73385e-07 -66.4672 0.0653137 25368.3 1.85743
3166.61 2077.57 0.833981 0.0230912 0.470862 4.57039e-08 -74.8745 0.0424322 27271.3 1.86633
3152.36 2068.84 0.821157 0.437643 0.265829 4.88707e-08 -74.519 0.0334765 29176.1 1.85438
3168.09 2035.88 0.8292 4.7733 1.60274 2.75125e-08 -84.6069 0.0348463 33923.9 1.85297
3177.21 1990.76 0.818066 6.87046 2.9586 3.75138e-08 -95.2505 0.0257405 31162.2 1.89894
3155.56 1954.99 0.828918 0.09462 0.101739 5.94668e-07 -97.3857 0.0218947 34050.1 1.8769
3144.79 1926.97 0.821993 0.0963122 0.15537 5.34794e-07 -100.083 0.0242754 33647.2 1.86902
3133.33 1880.9 0.809858 0.064812 0.154918 4.02082e-07 -103.507 0.0169614 31665.2 1.90937
3130.19 1841.28 0.825805 0.000896099 0.017389 1.17777e-07 -107.348 0.0143656 31660.8 1.87805
3112.33 1787.42 0.832092 0.0944785 0.00567874 2.70026e-07 -109.506 0.0176166 32184.1 1.87217
3096.22 1740.24 0.841067 0.372611 0.0216799 9.93311e-07 -112.065 0.0147249 32819.4 1.89241
3101.47 1683.1 0.8559 0.302075 0.0418678 8.40354e-07 -110.843 0.0159487 24082.5 1.89759
3093.21 1628.28 0.854567 0.39248 0.106775 1.62658e-06 -115.272 0.0116054 26350.7 1.89255
3078.52 1570.82 0.854195 0.198832 0.0828456 7.02515e-07 -120.458 0.0116856 31535.3 1.89883
3074.51 1529.27 0.856063 0.209436 0.103802 9.73623e-07 -121.819 0.00969653 28481.7 1.90883
3059.95 1483.49 0.858341 2.84328e-05 0.0210802 9.79459e-08 -126.391 0.0090976 31028.9 1.9106
3036.54 1436.27 0.864185 0.00166091 0.00756163 1.30779e-07 -131.799 0.0109937 33701.1 1.92474
3021.21 1356.39 0.889801 1.19189e-05 0.0343481 1.9975e-07 -140.414 0.0112379 31502.6 1.88309
2988.98 1317.89 0.875142 6.56304e-07 0.0524513 2.20899e-07 -148.789 0.011509 32799.9 1.90479
2962.76 1270.77 0.890869 0.000162883 0.0503922 2.14871e-07 -154.818 0.0120424 30014.8 1.88544
2909.97 1234.08 0.91701 0.00100197 0.0913625 4.06063e-07 -151.683 0.0112639 31068 1.88149
2899.92 1237.96 0.91339 0.000653458 0.0672619 2.54828e-07 -144.696 0.0784708 22021.8 1.88236
2848.39 1193.3 0.930273 0.00461845 0.18783 6.86046e-07 -151.214 0.0628822 22826.8 1.89411
2841.62 1193.95 0.935998 0.0123618 0.0748746 2.28968e-07 -159.008 0.104928 20285.9 1.8814
2801.11 1187.86 0.928191 0.0737418 0.0597611 2.33076e-07 -165.404 0.0848244 19558.3 1.88443
2768.64 1179.04 0.939246 0.0048334 0.000227193 3.33248e-09 -164.254 0.0533722 24578.5 1.83984
2706.32 1182.19 0.946093 0.0497543 0.00958259 1.67389e-08 -164.945 0.0491931 24574.9 1.84689
2631.84 1188.59 0.939776 0.0419436 0.0293975 9.29443e-09 -168.992 0.042523 26326.7 1.87159
2589.21 1200.65 0.954584 0.00722161 0.121996 3.17935e-08 -168.423 0.0285171 24115 1.87696
2514.6 1172.01 0.990351 0.0918662 0.0840508 2.26385e-08 -168.397 0.0257745 24521.3 1.8427
2463.94 1189.38 1.00619 0.0354305 0.0701117 1.36776e-08 -172.887 0.021002 19916.8 1.85571
2460.76 1177.84 1.02432 0.109222 0.0918327 1.53878e-07 178.305 0.0982943 21303.5 1.87615
2393.42 1182.41 1.05929 0.0129322 0.419344 1.30535e-08 175.059 0.0836292 22743 1.84614
2294.68 1176.16 1.09697 0.0110808 0.267954 9.98512e-09 173.943 0.0462333 19157.7 1.85936
2250.58 1171.47 1.11247 0.00866261 0.265653 9.79498e-10 167.229 0.0319267 24985.8 1.8518
2167.34 1135.29 1.12272 0.0671628 0.778619 8.30196e-09 156.071 0.0258189 25002.1 1.87382
2121.81 1124.58 1.12188 0.0511787 0.694855 2.00307e-10 147.359 0.0221698 29894.5 1.85625
2052.52 1131.43 1.13575 0.0581399 0.634601 3.56999e-11 137.441 0.0131331 26868.9 1.83403
2031.29 1156.72 1.12552 0.0085433 0.0262338 4.49833e-08 135.559 0.0119209 28430.7 1.85912
1974.22 1218.14 1.13663 0.0112265 0.0275366 9.90024e-08 132.536 0.00943971 29362.7 1.87744
1950.62 1240.11 1.12389 9.33052e-05 0.270992 1.48031e-07 129.775 0.00739514 26839.3 1.89384
1906.06 1276.96 1.13087 0.000116326 0.277823 3.07296e-07 124.276 0.00739112 27750.8 1.88549
1904.57 1297.99 1.11054 0.000107163 0.300188 5.062e-07 124.396 0.00681739 26489.8 1.89079
1878.51 1379.12 1.1344 6.84645e-06 0.213862 4.18985e-07 124.141 0.00789002 28467.8 1.87835
1858.7 1419.06 1.11183 0.0103038 0.12619 2.67332e-07 123.457 0.00843716 26564.5 1.88864
1814.51 1480.24 1.10811 0.00413819 0.0526647 4.8616e-07 125.182 0.0113919 21478.4 1.89067
1767.75 1506.43 1.10032 0.0993304 0.00705645 1.75794e-07 125.631 0.0118901 25852.1 1.89844
1714 1522.17 1.07924 0.00092031 0.1187 9.56966e-08 127.173 0.011621 22186.5 1.89243
1700.48 1551.17 1.06447 0.0478806 0.00128056 4.3794e-07 127.247 0.0109367 20934.8 1.87944
1658.49 1590.22 1.0595 0.0623198 0.00174682 2.49247e-07 126.616 0.0120801 23497.8 1.87964
1626.95 1602.66 1.03508 0.193206 9.7196e-09 7.72752e-07 128.451 0.011988 23928.1 1.87265
1591.02 1635.91 1.02371 0.119666 0.233099 5.30561e-07 127.9 0.0135268 27673.8 1.85494
1565.6 1666.06 1.02636 0.372775 0.462389 1.29325e-06 127.079 0.0102939 23107.2 1.90468
1528.61 1687.74 1.04637 0.124954 0.0822055 2.99556e-07 119.985 0.00971955 26961.4 1.88728
1477.48 1715.36 1.0422 0.0633062 0.0594911 1.05949e-08 113.858 0.00947593 29851.7 1.9049
1442.04 1744.03 1.0363 0.00788566 0.109282 3.24864e-09 108.473 0.0072621 27652.4 1.90421
1408.62 1786.13 1.02151 0.0178158 0.207824 2.02548e-10 101.57 0.00817188 27406.1 1.88643
1423.72 1837.29 1.03163 0.0122032 0.13956 2.96516e-10 94.8892 0.0083739 25029.3 1.90308
1433.9 1886.91 1.02014 0.00727294 0.14646 1.11992e-08 89.975 0.0113703 26263.5 1.89039
1438.36 1916.02 1.00299 0.0268181 0.228018 9.46046e-09 86.9901 0.00844263 28785.9 1.89678
1468.71 1955.75 1.00131 0.0428156 0.47884 9.22817e-09 86.7996 0.0119788 28932.7 1.89442
1493 1997.24 0.963033 0.0245546 0.243072 5.08208e-09 86.0887 0.010912 24478 1.88751
1508.26 2030 0.968374 0.037852 0.391908 7.25385e-10 88.2096 0.00810405 29857.4 1.86857
1506.45 2030.86 0.975875 0.0427792 0.237819 1.74766e-09 87.7642 0.00875969 30441.5 1.93833
1519.46 2085.84 0.976811 0.0441629 0.208524 9.4059e-09 87.0971 0.00821387 34271.7 1.90462
1531.7 2107.09 0.995557 0.0633578 0.210035 1.3189e-08 87.7211 0.0095708 34673.7 1.89545
1549.09 2127.44 0.982988 0.0162373 0.00784989 8.27547e-08 92.3342 0.0100107 31794.8 1.88372
