meanPX meanPY meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2352.04 2374.1 0.865999 0.176719 1.58335 2.62743e-07 -98.5632 3.81219 5652.6 3.92973
2403.19 2358.46 0.867922 5.39833 8.03028 1.45434e-07 -86.937 3.07691 10674.7 4.07703
2471 2326.56 0.874485 3.07952 3.46948 3.14529e-08 -62.3157 2.48718 12214.1 4.04298
2497.8 2300.4 0.876233 4.72439 4.54555 7.65886e-09 -54.1554 2.15352 18516.5 3.80901
2692.62 2250.79 0.892072 8.66032 4.89563 6.5296e-09 -54.4599 1.33463 18697.5 3.73581
2773.33 2209.82 0.912254 3.7361 1.89835 6.38584e-10 -50.4726 0.938362 17523.2 3.65069
2696.58 2207.09 0.915104 6.60187 3.66773 1.10424e-08 -45.0701 0.818477 22529.1 3.72311
2859.96 2153.55 0.920027 5.67074 5.42429 1.21388e-07 -46.949 0.500883 27339.6 3.8848
2964.22 2114.4 0.937237 4.62948 4.43205 1.08024e-07 -49.1355 0.269107 26697.6 3.96208
2929.27 2111.71 0.909665 4.32939 5.13635 1.70348e-08 -45.0211 0.229257 23367.7 3.80545
3012.84 2067.06 0.928744 3.92474 5.36141 7.86961e-08 -47.9212 0.179165 32243.1 3.65282
3039.95 2066.92 0.913196 7.39444 10.1647 1.82683e-07 -49.7248 0.120576 29807.9 3.64955
3050.54 2079.77 0.900232 0.22999 0.0434224 3.41515e-08 -46.1415 0.13745 24346.9 3.55528
3076.01 2097.36 0.872839 0.549481 0.0810574 4.05181e-08 -48.3908 0.102631 26868.2 3.454
3099.76 2110.53 0.844051 0.346849 0.0275454 1.68325e-09 -55.3807 0.0773716 23666.7 3.49098
3144.95 2103.27 0.83514 0.585151 0.0323883 3.22133e-09 -65.0752 0.0625588 22782.1 3.7303
3175.99 2059.81 0.811999 0.442859 0.00922485 1.21836e-09 -73.8347 0.0473552 28168.8 3.61836
3162.57 2053.04 0.80246 0.430013 0.00344987 2.12845e-08 -71.3769 0.0350125 30373.8 3.71699
3174.6 2034.78 0.806464 0.344802 0.00971897 2.42032e-08 -79.4589 0.0280268 28598.6 3.2746
3184.23 1991.6 0.803653 0.337637 0.00491239 3.78637e-08 -88.1706 0.0256297 34368.5 3.13019
3159.49 1963.26 0.805741 0.344645 0.0120763 5.57757e-08 -90.3225 0.0191523 30517.3 3.3048
3154.43 1928.29 0.817316 0.53634 0.0240676 4.19011e-08 -94.2856 0.0214576 33639.8 2.67438
3151.22 1884.12 0.816372 0.52473 0.0388974 1.71253e-08 -97.0005 0.0181173 35333.3 2.30778
3126.27 1847.98 0.811617 0.805239 0.0540207 2.40488e-08 -102.398 0.0229489 29064.1 2.60994
