meanPX222 meanPY  meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2348.05 2369.75 0.849008 2.91771 8.2202 9.74128e-07 -93.8632 4.72641 7405.73 3.09407
2408.96 2378.87 0.847927 0.710651 1.01616 1.88992e-07 -90.1913 4.71714 14818 2.9046
2375.21 2214.98 0.848035 4.62646 10.9277 8.09569e-07 -62.3485 4.15224 11093.5 2.77916
2483.23 2144.85 0.844242 5.22128 8.16781 4.68469e-07 -30.7471 3.91528 15747.5 2.81483
2689.25 2082.22 0.840732 5.71854 4.85048 1.44562e-07 -21.2232 2.52792 16548 2.7191
2741.74 2040.01 0.840127 0.759097 11.1401 2.5668e-08 -7.56473 2.24019 23013.9 2.68769
2867.38 2046.69 0.838311 3.63927 21.6502 1.06027e-07 -10.7113 2.02377 25425.3 2.55735
2956.75 2003.66 0.831426 3.4684 16.9286 1.36883e-07 -5.09043 2.11911 28134.5 2.60286
3032.54 2001.2 0.825259 5.51138 19.9592 1.58185e-07 -17.7091 1.74822 30567 2.79047
3065.46 1957.03 0.823182 10.7797 2.35777 6.74718e-08 -1.17421 2.42042 31232 2.90114
3057.01 1964.59 0.820142 0.190371 1.20422 1.86982e-07 -10.1295 1.63818 29477.8 2.70982
3102.29 2010.11 0.821958 0.124775 0.905604 2.69976e-07 -29.079 1.3081 24746.1 2.54917
3137.77 2037.65 0.822416 0.0230793 0.633365 1.81594e-07 -26.6648 1.33575 26043.9 2.66093
3179.29 2107.32 0.830919 0.0219612 0.364452 2.28937e-07 -31.2998 0.779863 21860 2.83234
3195.04 2150.48 0.840668 0.0503752 0.0814428 2.08723e-07 -36.0329 0.392382 24492.3 2.7134
3236.08 2144.72 0.832424 0.0742332 0.0456609 2.20195e-07 -48.9604 0.422798 30080.6 2.61505
3220.14 2105.99 0.827938 0.212734 0.0236131 1.61694e-07 -59.4895 0.563293 23910.9 2.57316
3194.51 2103.27 0.825471 0.276016 0.0180704 2.1415e-07 -58.9336 0.438131 29936.8 2.64447
3168.08 2113.07 0.832681 0.58942 0.000443438 1.80208e-07 -65.7879 0.169925 26415.1 3.11034
3214.2 2071.64 0.834151 0.504294 0.000185459 3.08642e-07 -75.929 0.130089 33912.2 2.68623
3188.72 2040.28 0.856574 0.273001 1.26258e-05 2.08165e-07 -76.6828 0.116517 31852.3 2.46022
3207.6 2000.66 0.85467 0.503697 0.00420936 3.92275e-07 -80.5488 0.186723 34532.6 2.51061
3211.57 1944.07 0.881053 0.255813 0.0237301 2.66849e-07 -85.5842 0.128394 24498.2 2.49514
3231.41 1904.65 0.890307 0.0839918 0.00818949 1.55458e-08 -87.8195 0.0907649 31809.4 2.50045
3178.63 1843.43 0.914679 0.200764 0.00188298 9.34326e-08 -93.7465 0.0945572 28623.4 2.68308
3142.27 1793.77 0.933946 0.251446 0.000457395 5.10312e-08 -96.29 0.0740319 24652.6 2.77807
3137.14 1731.82 0.939643 0.687162 0.0120043 1.21792e-07 -101.645 0.0828834 26877.7 2.69396
3110.76 1652.5 0.95999 0.204978 0.00992457 5.79096e-08 -107.582 0.0134022 18793.2 2.7957
3102.19 1588.79 0.9611 0.228254 0.00341518 2.39332e-08 -112.728 0.0115172 29522 2.69431
3096.26 1534.65 0.965968 0.0762049 0.00374769 9.03658e-09 -115.923 0.0111479 27914.9 2.67317
3072.84 1485.38 0.962919 0.0211224 0.00243195 2.77338e-08 -120.941 0.0123237 32811.2 2.5856
3057.87 1420.05 0.980561 0.0248503 0.00233526 5.43191e-08 -127.16 0.0122488 32766.2 2.46516
3036.82 1336.67 0.996997 0.0328475 0.0113099 7.98959e-09 -137.081 0.0116676 30371.3 2.35263
3012.54 1277.34 0.99933 0.0632476 0.0134918 2.33684e-08 -145.223 0.0144158 36223.1 2.38857
2991.75 1234.37 0.996857 0.00682716 0.0114128 9.27941e-09 -150.202 0.0158439 33322.8 2.13231
2925.05 1193.85 1.0222 0.0267995 0.00900969 1.67622e-11 -149.203 0.0162922 31503.1 2.12303
2913.95 1190.3 1.03452 0.0259536 0.0017975 1.67828e-09 -143.221 0.0814243 21956 2.26532
2852.34 1154.58 1.05277 0.0431847 0.0155604 2.70419e-09 -155.246 0.0842649 21811.4 2.39808
2842.33 1148.96 1.06233 0.0698514 0.00712127 7.51002e-09 -159.222 0.112587 21197.5 2.51109
2808.3 1133.59 1.06523 0.0197985 7.97697e-06 6.876e-11 -168.007 0.102516 23080.5 2.49142
2769.37 1132.83 1.07422 0.0352199 0.000218666 3.87136e-09 -167.836 0.0826138 26477.6 2.75811
2696.11 1149.53 1.09401 0.0333819 0.0125819 2.43458e-09 -171.681 0.0620583 27771.2 2.78341
2611.61 1154.98 1.09756 0.0588207 0.0443308 1.85435e-09 -174.975 0.0469252 31006.3 2.92466
2570.2 1180.95 1.12284 0.0518433 0.0603155 1.25163e-09 -175.318 0.0348931 30391.2 2.77675
2489.8 1175.42 1.14577 0.0697614 0.057318 2.5108e-07 -175.936 0.0289564 29600 2.66038
2440.4 1196.61 1.16928 0.0471408 0.0776411 1.35294e-07 -176.884 0.0279394 31648.5 2.7099
2430.79 1203.07 1.18561 0.067139 0.0994588 4.38142e-07 177.257 0.0708654 23981.4 2.92356
2367.73 1193.43 1.20042 0.00651648 0.0245937 1.3431e-08 -178.449 0.0569794 26465.9 2.68514
2269.77 1178.95 1.22174 0.013162 0.00312167 8.3616e-10 -179.062 0.0370793 25763 2.68892
2226.74 1173.51 1.23324 0.0147333 0.000138301 6.32504e-09 176.483 0.0337419 26877.3 2.7973
2151.32 1139.33 1.21593 0.0304417 0.0166722 3.03265e-08 162.182 0.0200564 25027.9 2.84496
2110.11 1128.97 1.20046 0.00706454 0.0201049 9.42662e-09 152.724 0.0182458 25377.7 2.70322
2037.37 1149.82 1.21308 0.00114649 0.0869013 9.00533e-10 140.139 0.0185915 29306.8 2.52958
2022.6 1166.78 1.19613 0.000489626 0.0407602 3.63949e-09 137.04 0.0206995 27640 2.72198
1982.48 1233.72 1.19567 0.0322763 0.00365112 2.28007e-08 130.573 0.0155 24057.4 2.78918
1957.04 1254.9 1.17695 0.0725096 6.78789e-05 5.71684e-07 128.409 0.0142106 26499.2 2.78577
1920.6 1290.83 1.176 0.0751116 0.0012734 3.90163e-07 122.027 0.0130456 24896.7 2.74664
1922.22 1326.36 1.17161 0.0800808 0.00208721 4.96053e-07 122.283 0.0138929 31359 2.84174
1896.62 1414.85 1.20143 0.0769466 0.00351981 2.14291e-08 122.251 0.0142963 33142.9 2.72698
1864.01 1457.29 1.18521 0.0412493 0.0135077 2.04181e-10 123.922 0.0134889 29843.4 2.74131
1816.32 1531.88 1.20178 0.130131 0.0459523 7.63376e-09 124.462 0.0139512 28246.7 2.52718
1770.84 1544.57 1.16809 0.0521727 0.0540751 5.69018e-08 126.48 0.0154206 26086.9 2.44159
