meanPX222 meanPY  meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2400.67 2365.38 0.832799 7.56345 13.2332 1.39854e-08 -94.5697 4.84871 9150.48 2.95386
2345.77 2343.94 0.831248 2.83442 5.94644 6.04898e-11 -77.45 4.11617 15203.1 3.02716
2393.69 2284.86 0.830112 3.70419 6.67958 1.42687e-10 -63.0565 4.38301 13469.2 2.7866
2462.55 2213.27 0.824287 4.77205 6.76434 1.73184e-10 -41.1295 3.67756 14496.9 2.77919
2532.72 2041.88 0.821828 0.332791 0.695181 3.21041e-09 -8.93337 3.24128 16057.4 2.52894
2599.36 1992.49 0.821205 0.152479 12.1837 1.36873e-08 -23.6929 2.96233 21949 2.50074
2673.14 2026.34 0.81757 0.705954 16.6068 3.97767e-08 -17.4693 2.37735 25528.7 2.63596
2836.19 1998.85 0.814693 3.59084 24.2158 5.05553e-08 -14.1092 1.92354 27444.1 2.41403
2815.79 1990.23 0.809922 2.92834 19.8403 5.45698e-08 -5.38227 1.83132 25593.9 2.36384
2888.9 2015.7 0.814898 2.44431 11.2608 1.77755e-08 -5.18199 1.52869 29465 2.25905
2968.74 2034.48 0.810407 0.212015 17.6033 1.39604e-10 -8.47646 1.08318 29140.4 2.36537
2858.71 2001.19 0.819378 6.07901 3.35823 2.74032e-08 -20.0743 1.15715 22003.4 2.25514
2752.61 1903.83 0.803823 13.5971 1.18995 1.43375e-07 -25.9643 1.74827 24360.5 2.334
2617.02 1854.16 0.813495 8.07574 3.37531 2.22907e-07 -34.4185 1.97634 22619.6 2.30798
2833.56 1998.55 0.836398 7.25061 2.45061 5.77007e-07 -38.6435 0.919262 22803.3 2.35214
2780.27 1925.37 0.82864 4.73764 1.61179 1.57803e-07 -54.4313 1.12474 29279.6 2.57831
2792.67 1876.82 0.81983 5.2037 1.60915 8.80811e-08 -68.2166 1.15373 32022.8 3.00458
2977.16 2001.05 0.842787 3.18052 0.750348 1.17008e-07 -60.0006 0.579115 30083.6 2.8338
2966.33 1982.85 0.852491 3.15116 0.615483 1.76871e-07 -70.1174 0.550878 32315.8 2.8924
2984.56 1951.04 0.846722 2.06101 0.402563 1.49839e-07 -80.3962 0.51886 31411.6 2.8692
3002.4 1940.62 0.865202 1.7191 0.11046 1.22941e-07 -82.5915 0.458568 31540.9 2.77592
3013.51 1908.08 0.868863 2.04571 0.143074 9.47509e-08 -84.4836 0.484402 31319.5 2.41915
3136.61 1920.64 0.887073 0.686391 0.0277632 1.60993e-07 -89.27 0.249043 26993.5 2.22958
3195.07 1892.86 0.900664 0.478666 0.0240054 1.80298e-07 -90.2357 0.153813 28431.8 2.17777
3204.81 1840.84 0.914779 0.747392 0.0179077 3.45382e-07 -93.1228 0.0837096 29091.9 2.31745
3147.25 1789.62 0.943872 0.349835 0.00838151 1.43988e-07 -95.5442 0.0571408 22689.4 2.27905
3166.08 1720.55 0.95868 0.460977 0.0473663 3.78191e-07 -100.258 0.0613927 25731.8 2.14981
3127.11 1650.79 0.968581 0.0819097 0.0408859 1.75783e-07 -105.807 0.0295613 21152 2.13235
3101.97 1586.82 0.972681 0.177197 0.0261879 3.75001e-07 -111.587 0.0186041 24468.1 2.21395
3093.82 1536.1 0.971094 0.0196641 0.0177243 4.69417e-08 -115.983 0.0154164 30302.5 2.24084
3079.93 1480.68 0.972483 0.0399741 0.0583743 1.15993e-07 -119.622 0.012453 30534.2 2.4472
3065.05 1413.32 0.993325 0.00862771 0.0175231 9.94516e-08 -126.125 0.0157985 33932.2 2.633
3047.54 1328.79 1.01024 0.00521419 0.0313575 1.02777e-07 -135.875 0.0132011 29621.6 2.88351
3015.6 1270.8 1.01902 0.00650218 0.0883129 2.42388e-07 -144.686 0.0151018 33033.8 2.66718
2991.49 1220.61 1.02156 0.00169004 0.138416 3.2934e-07 -152.211 0.0149826 30809.9 2.58697
2923.16 1189.32 1.03851 0.00336061 0.206545 2.77345e-07 -151.334 0.014078 31808.6 2.86937
2919.85 1187.55 1.04147 0.0110318 0.0311975 4.13534e-07 -141.785 0.0799217 25492.8 2.77375
2861.87 1148 1.0563 0.0134369 0.0121895 1.86122e-07 -152.153 0.0639779 26036.5 2.70647
2851.32 1142.48 1.07068 0.0357386 0.0286491 3.33425e-07 -152.656 0.0985149 21380.3 2.93915
2825.41 1118.44 1.07109 0.0613763 0.0153651 3.47429e-07 -158.639 0.118896 28246.1 2.76704
2775.95 1130.96 1.06927 0.0824799 0.000150523 2.39517e-07 -163.131 0.0824504 25580 2.60261
2721.79 1115.95 1.08745 0.00442804 0.0467084 5.50599e-08 -158.848 0.0868997 29654.8 2.63602
2624.05 1129.24 1.09633 0.000220456 0.0540473 1.50229e-07 -166.742 0.0621861 27821.3 2.82571
2588.35 1149.31 1.11406 0.000283469 0.0733092 9.18044e-08 -167.014 0.0721297 31081.5 2.92726
2510.03 1137.48 1.14274 0.00151946 0.157277 9.58769e-08 -168.989 0.0607329 31185.9 2.77482
2462.15 1141.58 1.16151 0.000890797 0.121531 2.92752e-08 -168.418 0.0569653 28848 2.75943
2447.57 1149.69 1.17504 0.0152289 0.188583 5.03489e-08 -173.51 0.0971626 27026.8 2.88167
2373.99 1148.76 1.20213 0.0205327 0.232499 4.15559e-08 179.898 0.0707038 18936.5 2.64989
2283.84 1121.76 1.22212 0.0213772 0.454476 9.46704e-09 -178.257 0.0753044 27255.3 2.51892
2233.41 1118.47 1.24539 0.0176136 0.592753 2.82522e-08 178.337 0.0467622 26776.1 2.69119
2159.54 1094.87 1.22017 0.00881861 0.0822681 7.41249e-10 161.456 0.0362707 23849.3 2.69007
2103.95 1110 1.2161 0.0311154 0.01188 4.34746e-08 152.692 0.0290626 20495.2 2.71729
2034.93 1128.23 1.22013 0.0131573 0.00155298 1.27451e-08 139.759 0.027164 28512.1 2.52131
2020.32 1161.13 1.19354 0.0106227 1.77138e-05 6.75717e-08 136.84 0.0212834 26339.3 2.69373
1970.05 1225.16 1.19201 1.71246e-08 2.59636e-05 1.54461e-07 133.321 0.018335 26649.9 2.67879
1952.5 1253.59 1.17918 0.00579746 0.000478561 1.40155e-07 127.44 0.0176803 24753.2 2.80953
1916.56 1296.5 1.18689 0.00783701 0.000432732 2.49835e-07 119.78 0.0134655 24514.5 2.65384
1916.87 1321.84 1.16942 0.00856901 0.00123324 3.58748e-07 121.421 0.0122904 27970.3 2.43606
1896.08 1404.97 1.18007 0.00172055 0.0188592 4.03639e-07 121.57 0.0111881 25907.9 2.39797
1865.14 1449.19 1.17419 0.0016591 0.111005 8.70161e-07 123.366 0.0115066 29725.8 2.6658
1820.43 1518.89 1.18144 0.00183252 0.0881002 3.5219e-07 125.477 0.0101569 22816 2.60667
1767.1 1528.74 1.14868 0.00273131 0.0648171 2.54364e-07 126.969 0.0101692 24014.1 2.46719
1709.85 1565.92 1.15881 4.20547e-05 0.0532571 1.15881e-07 128.599 0.0110745 30478.7 2.29697
1690.37 1606.94 1.16038 0.00167512 0.113578 1.80288e-07 127.358 0.0109439 31025.8 2.20007
1648.07 1634.21 1.1335 0.000289475 0.0953135 1.1873e-07 127.76 0.0144147 17794.7 2.06852
1609.08 1665.02 1.13841 0.000178142 0.175676 1.42058e-07 128.301 0.0146118 27682.2 2.15328
1574.01 1696.11 1.11693 1.39138e-05 0.263563 1.87948e-07 126.464 0.0155227 25263.6 2.41101
1544.12 1713.27 1.10741 0.000286737 0.100313 7.71017e-08 128.586 0.0125378 20381.1 2.51094
1507.12 1723.65 1.10248 0.00610896 0.33488 3.63742e-07 121.597 0.0167633 19579.6 2.47614
1456.76 1741.87 1.08657 0.307545 2.07648 3.21359e-06 115.803 0.0140443 20811.9 2.46198
1428.17 1755.67 1.05146 0.33817 1.73473 2.67015e-06 109.766 0.0111179 17599.2 2.54943
1398.89 1803.58 1.04333 0.393972 1.49795 2.37236e-06 101.652 0.011166 23569 3.20158
1415.06 1852.06 1.04392 0.577408 2.44376 3.57762e-06 98.0736 0.00956834 22590.2 2.59299
1421.97 1894.37 1.02739 0.536582 2.46501 3.53078e-06 91.7773 0.0123565 22496.7 2.74004
1425.32 1916.18 0.989034 0.386636 1.86653 2.65373e-06 90.5096 0.00947056 21612.2 2.79848
1449.34 1949.45 0.984701 1.37728 0.372328 1.01409e-06 90.6731 0.00928549 28066.9 2.733
1472.69 1999.07 0.972058 0.0370478 0.00938262 1.04906e-07 89.2005 0.0097079 31446 2.57295
1487.82 2027.77 0.962919 0.000554248 0.04875 8.06155e-07 90.1334 0.0103994 31532.8 2.52107
1484.71 2028.61 0.974652 4.73856e-05 0.0227399 3.38518e-07 92.1515 0.00956042 25576.6 2.70192
1495.93 2086.41 0.974843 0.000420199 0.0643506 6.55714e-07 92.0426 0.00734154 29423.3 2.65747
1507.27 2100.71 0.977315 0.00231902 0.158478 1.39975e-06 93.016 0.00788053 31669.8 2.91499
1523.88 2128.17 0.975413 0.00873178 0.104901 1.21063e-06 99.9087 0.0097203 32778.4 2.78122
1558.91 2162.38 1.01689 0.0140935 0.0643952 8.83769e-07 108.799 0.00922218 33629.5 2.58836
1555.35 2195.47 1.01688 0.00269594 0.0517386 5.67871e-07 110.266 0.0107832 31889.8 2.54878
1543.12 2195.82 1.02411 0.00646068 0.109649 1.00949e-06 113.573 0.012198 33825 2.57376
1515.3 2245.58 1.02966 0.00622679 0.149475 1.1134e-06 114.039 0.0116408 34582.5 2.60248
