meanPX222 meanPY  meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2345.68 2364.13 0.854466 1.47989 4.12473 3.86257e-09 -78.7726 4.62107 7901.68 2.9623
2310.3 2350.39 0.85377 2.44628 5.66027 1.61406e-07 -81.1057 4.08669 13093.8 3.01526
2394.88 2288.32 0.853741 2.19633 3.63733 5.52918e-08 -67.1766 4.533 15334.8 2.77291
2491.02 2239.81 0.853374 0.561843 0.213486 7.49517e-08 -23.506 3.44572 14287.4 2.72146
2622.42 2139.72 0.852755 0.164701 9.39525 2.61506e-07 9.78279 3.24797 18194.9 2.46435
2753.44 2126.97 0.85542 0.74776 7.76026 1.56306e-07 9.79331 2.5931 21192 2.39577
2896.93 2152.12 0.857014 1.11147 4.64891 8.33809e-08 28.4035 2.16217 21861.4 2.46061
2961.93 2057.35 0.850664 4.66623 18.2565 3.02333e-07 23.8156 2.31342 27734 2.86109
2967.05 2067.57 0.850601 5.05604 17.1844 7.12358e-08 1.02924 1.9089 24670.2 2.74841
2996.59 2114.43 0.854692 8.48291 22.8973 3.78189e-08 5.61396 1.38824 27128.1 2.73533
2987.03 2065.42 0.853453 5.50313 18.0582 2.76584e-07 -2.25994 1.32617 26146.5 2.55708
3002.09 2137.28 0.868828 8.32336 1.72575 5.34684e-08 -14.0519 0.661733 24345.6 2.52563
3026.84 2142.89 0.863439 8.68586 1.25162 4.3884e-08 -13.4186 0.585086 23965 2.61293
2987.42 2139.6 0.876538 8.343 2.14513 1.75495e-07 -21.7686 0.436754 26134.5 3.01812
3035.13 2178.53 0.883295 5.76931 1.36799 6.00885e-08 -33.1703 0.217119 26175.4 2.75396
3098.14 2172.23 0.885271 9.03101 2.63968 9.86932e-08 -47.7622 0.19484 28349.3 2.59743
3130.33 2159.15 0.889733 0.854014 0.0141507 1.05946e-07 -56.2893 0.0977388 29542.8 2.59283
3111.24 2146.39 0.898778 0.753956 0.0137752 9.06969e-08 -55.8817 0.0555562 33080.5 2.55011
3127.16 2128.02 0.899968 0.422153 0.0531311 1.67838e-08 -65.4994 0.0380214 29811.6 2.69629
3136.62 2083.53 0.905743 0.443143 0.0653153 2.42713e-08 -75.1128 0.0372183 34237.9 2.75788
3129.16 2050.55 0.916951 2.27759 0.020616 6.24758e-09 -75.4148 0.0287888 34504.7 3.00746
3131.02 2008.28 0.925806 1.72464 0.0195905 5.35331e-09 -79.9072 0.0225537 32128.8 2.63722
3135.55 1956.22 0.931271 1.84286 0.0166774 8.8925e-09 -83.1573 0.0222671 32407.6 2.59354
3129.83 1906 0.943251 1.21477 0.00894945 3.2666e-08 -88.3725 0.0181059 29206.2 2.44253
3140.9 1836.95 0.952446 2.30404 0.049106 4.43274e-09 -92.6449 0.0192964 33033.5 2.34458
3132.47 1782.47 0.975198 0.782259 0.019578 3.3213e-08 -95.26 0.01938 32236.1 2.24071
3124.68 1709.56 0.986581 1.2353 0.0183412 2.50395e-09 -99.7893 0.0127054 24082.7 2.33234
3130.48 1632.12 0.998339 1.06428 0.00151423 3.97262e-08 -105.028 0.0129757 24928.3 2.48958
3104.47 1569.37 0.989274 0.10128 3.34005e-07 9.53995e-09 -112.46 0.00935431 24045.7 2.27639
3094.37 1525.16 0.981275 0.07683 0.000454464 1.65906e-07 -116.436 0.00944012 30478.6 2.14073
3076.94 1472.8 0.976056 0.0395282 0.0342388 6.36001e-09 -121.062 0.0110938 34800.8 2.20754
3055.32 1411.85 0.993084 0.0541365 0.0114379 6.03227e-08 -126.373 0.0106347 31262.9 2.31747
3037.59 1330.35 1.00877 0.00564826 0.0829522 1.71036e-07 -136.937 0.0128922 32071.2 2.59883
3008.3 1271.66 1.01368 0.0039767 0.151495 3.20083e-07 -145.443 0.0125077 33181.2 2.48322
2985.68 1232.17 0.998511 0.0319969 0.0671553 2.30262e-09 -152.143 0.0131761 32401.1 2.42579
2920.4 1194.73 1.02437 0.0159101 0.0888721 2.73951e-09 -150.886 0.0132771 31383.5 2.36247
2910.82 1195.33 1.03238 0.00702444 0.0962851 5.74826e-09 -148.247 0.090457 29009.6 2.34403
2856.3 1147.36 1.05094 0.0145815 0.112522 1.7361e-10 -151.697 0.0801987 25790.3 2.36936
2849.16 1146.09 1.05637 0.0042123 0.0974582 6.37388e-09 -155.303 0.131783 24878.2 2.64639
2813.89 1128.58 1.06225 0.0120548 0.227703 8.68387e-09 -163.53 0.10449 24948 2.67404
2770.45 1136.72 1.06602 0.00409742 0.192258 1.09437e-08 -166.361 0.10027 27107.1 2.46423
2702.13 1143.68 1.09323 0.00738358 0.316811 2.82083e-08 -169.786 0.082554 30264.7 2.55164
2623.26 1138.42 1.09243 0.0120682 0.460114 2.24424e-08 -169.952 0.0760139 32363.6 2.77543
2569.36 1176.72 1.12282 6.22942e-07 0.222615 4.457e-08 -174.807 0.0489505 24288.6 3.0112
2502.86 1147.89 1.1416 4.78004e-06 0.295959 3.7617e-08 -171.414 0.0565947 33180.6 2.8485
2445.62 1179.39 1.18123 0.00336844 0.307704 8.44954e-08 -175.346 0.0682364 26510.3 2.49443
2443.43 1168.29 1.17855 0.00332506 0.405482 1.27654e-07 -173.638 0.103428 29271 2.97971
2379.48 1146.29 1.20048 0.0729414 0.305972 4.577e-07 -173.551 0.0797077 25589 3.0405
2283.26 1133.23 1.23023 0.0972547 0.423814 3.82811e-07 -173.904 0.0783237 28044.8 2.7535
2229.24 1133.77 1.25481 0.0446449 0.171789 1.7933e-07 179.069 0.0504509 25002.7 2.67634
2169.1 1096.26 1.23424 0.0386868 0.000222921 9.36707e-09 165.068 0.0616806 21966.8 2.89197
2110.22 1100.3 1.22959 0.0252472 0.154651 7.74464e-09 152.798 0.0441815 24173.3 2.85585
2034.78 1133.5 1.23883 0.000719973 0.00390537 1.11604e-08 140.855 0.0309385 25619.2 2.735
2014.32 1161.51 1.22248 0.000882869 0.000748016 2.27459e-08 137.592 0.023396 28036.8 2.72279
1960.5 1237.03 1.23219 0.000375918 0.0078242 1.59863e-08 132.958 0.0226709 30592.4 2.73505
1943.92 1254.43 1.20807 0.00505176 0.00978748 6.77445e-08 128.845 0.019169 27508 2.75094
1909.26 1292.06 1.20511 0.028213 0.0352105 2.25149e-07 122.924 0.0158781 24628.6 2.61448
1912.82 1324.81 1.17739 0.0140769 0.00259722 4.33491e-07 122.943 0.0132072 23807.5 2.62505
1881.29 1411.03 1.20157 0.0122585 9.29633e-05 6.84722e-08 124.905 0.0117727 27904.2 2.51113
1857.9 1450.43 1.18289 0.00944956 0.00618879 1.61557e-07 124.936 0.0106498 28037.1 2.75678
1807.98 1528.74 1.20832 0.0219097 0.00952517 1.35353e-07 125.248 0.00946887 28954.7 3.1725
