meanPX222 meanPY  meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2349.1 2392.11 0.844441 4.67984 11.0156 1.21909e-07 -80.4234 5.10057 8435.01 2.72594
2281.15 2360.69 0.844034 0.493682 1.72754 2.41286e-08 -97.8856 4.08609 12474.9 2.81546
2328.21 2270.42 0.844233 1.72699 4.54151 1.77158e-09 -89.4672 4.61813 13262.2 3.09691
2488.7 2213.6 0.843179 3.46815 4.6402 3.88841e-10 -45.7973 4.21353 14762.6 2.50569
2557.66 2152.56 0.839802 5.19497 6.08297 6.23622e-08 -29.2731 3.34915 18400.3 2.44429
2730.69 2052.21 0.837221 0.604929 9.9554 2.77816e-10 -10.258 3.39131 22835.1 2.53487
2802.33 1970.75 0.829907 1.30047 13.7384 1.6491e-09 -14.6297 2.66231 24563.7 2.41068
2872.96 1954.36 0.827598 1.85389 13.2224 1.05846e-08 -17.6194 2.50352 28267.1 2.52837
2888.66 1966.84 0.826722 74.5204 55.9167 3.24462e-08 2.85958 2.03474 25914.4 2.67275
2888.39 1957.5 0.821506 16.6478 11.6594 1.3378e-10 -4.17346 1.60002 28328.4 2.61625
2960.18 2017.99 0.829168 17.5642 12.748 9.16677e-09 -8.16157 0.970208 27569.8 2.66252
2988.16 2069.37 0.840525 14.1091 12.653 5.06562e-08 -11.5834 0.621969 22876.3 2.89
3019.21 2107.03 0.840697 5.38713 1.29578 2.62178e-08 -11.698 0.488849 24072.1 2.95414
3086.78 2132.53 0.836961 0.6607 0.000456108 2.06675e-11 -19.7405 0.334242 28745.6 2.6958
3151.44 2157.14 0.842885 0.46197 0.011522 5.94542e-09 -30.1684 0.294233 29017.5 2.8834
3163.01 2162.89 0.846625 0.930048 0.0875556 2.81687e-09 -45.4164 0.234696 29205.9 2.81299
3150.04 2149.25 0.852431 1.0597 0.0691685 5.97465e-08 -54.4728 0.161794 24493.2 2.61767
3129.68 2133.05 0.834488 0.439659 0.0372312 5.80706e-08 -54.978 0.142358 30091 2.82628
3122.62 2128.65 0.852816 1.39183 0.132284 1.94912e-08 -62.8161 0.107284 27091.1 2.86538
3161.78 2088.94 0.83762 1.50786 0.0456017 7.85314e-09 -73.1089 0.0927187 31885.3 2.86471
3165.83 2050.5 0.863508 0.80573 0.0215999 1.25978e-08 -72.9926 0.0673189 33573.3 2.68547
