meanPX222 meanPY  meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2389.79 2357.9 0.852722 0.997725 4.8843 4.85448e-07 -82.3775 5.0188 7360.02 2.84823
2368.94 2323.64 0.853308 2.52647 5.30211 3.23755e-07 -78.8464 4.27853 11950.1 2.80817
2399.02 2301.35 0.851849 2.50559 4.2559 1.9673e-07 -59.2371 3.88661 14325.3 2.78597
2515.37 2218.89 0.85097 4.06307 4.53769 1.46331e-07 -19.0721 3.70412 14679.3 2.64299
2659 2095.02 0.852869 0.890704 33.513 9.6073e-08 -6.17628 3.00941 15932.7 2.64135
2761.48 2148.18 0.852676 1.24137 12.9573 6.99013e-08 4.90842 2.06514 20572.8 2.58858
2875.24 2063.42 0.85648 1.64263 9.6704 1.2185e-08 -0.897974 1.8659 24993.8 2.56958
2853.67 2038.92 0.861123 0.898626 5.27907 7.15478e-09 -13.933 1.50361 24578.5 2.50853
2921.88 2115.09 0.873394 5.57651 19.874 2.07146e-08 -15.1333 0.961703 24681.9 2.38034
2934.49 2071.83 0.878142 3.57166 13.9171 5.25043e-08 -20.036 0.737343 23636.3 2.42458
2961.27 2126.63 0.881495 6.01139 16.5924 2.01256e-09 -9.60887 0.611726 25291.4 2.61953
2918.95 2139.41 0.889395 6.15737 1.08202 1.95959e-07 -14.996 0.318455 21267.2 2.82685
2957.34 2124.06 0.890292 10.1133 1.7056 2.07168e-07 -14.9624 0.324581 25430.2 2.70387
3046.39 2161.78 0.900895 9.21141 1.27392 2.50433e-07 -20.0284 0.196849 25394.2 2.57008
3096.59 2166.94 0.903869 10.4319 1.59764 2.42521e-07 -30.7785 0.174468 28420.7 2.69705
3180.53 2173.49 0.905201 1.06467 0.0167809 5.41156e-09 -43.8645 0.147328 32563.8 2.73834
3179.7 2153.34 0.892618 1.20138 0.0554663 3.97787e-08 -53.67 0.11122 30329.8 2.70964
3121.74 2137.95 0.885796 1.93545 0.0777513 4.78567e-08 -53.0552 0.096678 29476.5 2.53874
3083.37 2119.04 0.882727 0.783213 0.00791241 1.2235e-09 -62.8352 0.0979301 22577.7 2.42936
3120.99 2078.46 0.884547 1.60073 0.0155277 2.78229e-07 -74.5643 0.0721458 30967.1 2.41006
3118.63 2051.66 0.8916 1.98759 0.0253144 4.57025e-07 -76.1443 0.041792 30271 2.5954
3127.01 2008.7 0.899722 2.42858 0.168955 1.87458e-07 -79.762 0.0352317 31955.5 2.47049
3143.89 1951.98 0.906477 2.92772 0.193968 2.48398e-07 -83.7853 0.0265969 30507.6 2.3646
3163.73 1906.61 0.918065 2.89034 0.185118 4.17448e-07 -89.165 0.0224131 27697.5 2.24154
3122.35 1841.64 0.930516 0.510561 0.0248305 6.5007e-08 -92.6839 0.0145407 27085.5 2.26997
3115.87 1795 0.93515 0.835314 0.0191897 4.01508e-08 -94.6425 0.014201 32383.3 2.33747
3120.16 1721.2 0.952537 2.08968 0.0140498 1.13868e-07 -99.5313 0.0120572 23939 2.54998
3106.35 1653.5 0.962685 1.87229 1.03497e-05 1.29173e-07 -105.099 0.0095526 25850.2 2.42038
3101.18 1582.7 0.969522 0.56609 0.000135646 7.98288e-09 -110.675 0.0106168 27886.5 2.42231
3090.77 1533.33 0.973008 0.131377 0.00220396 1.73321e-09 -115.946 0.00885322 26443.3 2.27605
3070.59 1480.26 0.970366 0.0618075 0.00114622 8.79589e-10 -119.602 0.0101725 31580.7 2.21383
3055.14 1417.19 0.984302 0.0283836 8.62998e-06 1.19078e-08 -126.241 0.01043 33108.8 2.31647
3038.72 1335.52 1.00167 0.00771133 3.8046e-05 8.34648e-10 -135.99 0.0119554 35542.1 2.35067
3013.61 1281.46 0.999904 0.0251526 0.000482775 3.43573e-09 -144.025 0.0122712 36608.5 2.36508
2989.72 1235.72 0.999917 0.0093759 0.00157938 1.02151e-13 -151.319 0.0149392 37013.4 2.41681
