meanPX222 meanPY  meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2335.58 2378.81 0.85406 2.37142 6.89681 1.62816e-09 -123.311 4.51565 6646.04 3.03656
2361.58 2347.14 0.852291 1.16814 2.64261 3.66238e-09 -106.03 3.67897 12273.6 2.76528
2369.84 2194.89 0.848841 2.98054 9.66447 2.77231e-08 -75.9799 5.47666 11080.9 2.73676
2432.86 2208.61 0.848251 2.76199 5.9152 4.91572e-08 -31.8004 4.46697 17699.7 2.63015
2477.19 2104.43 0.845412 0.688041 0.527156 9.87543e-11 -24.1094 3.84181 18368.4 2.51372
2575.31 2053.62 0.843676 0.209766 0.447662 1.91744e-09 -3.09208 2.94241 21425.6 2.38765
2525.8 1916.23 0.836397 0.120488 16.7297 1.448e-08 1.44047 3.63016 21530.8 2.39468
2635.14 1939.14 0.839195 0.491258 13.9467 5.20443e-09 -6.56211 2.687 27544.4 2.37223
2500.51 1819.62 0.82884 0.28446 44.0013 2.8512e-08 -26.5638 3.2916 27097.7 2.29667
2653.47 1867.22 0.834375 1.206 18.8209 4.48991e-08 -24.4324 2.68676 25516.4 2.46457
2571.68 1835.68 0.834072 2.16866 51.4531 1.07735e-07 -18.1064 2.34947 23756.7 2.56661
2582.97 1883.57 0.836615 2.49024 40.9409 6.44047e-08 -16.0167 1.96263 25088 2.8767
2545.66 1817.13 0.826263 2.13471 49.3095 4.51625e-08 -28.2318 2.20035 26743.8 2.7261
2608.48 1859.68 0.836652 2.07423 25.4136 2.26588e-08 -31.1982 1.70455 27773.9 2.8692
2619.44 1850.65 0.833153 2.49843 21.7538 1.73413e-08 -44.3494 1.589 28980.8 2.91382
2855.96 2006.94 0.850629 4.2357 0.83757 4.33369e-08 -51.1695 0.729498 28333.5 2.76238
2932.82 2017.01 0.851628 2.46796 0.375299 1.79791e-08 -57.8833 0.554572 30148.1 2.61989
2788.52 1908.15 0.832424 6.05408 1.28228 5.80889e-09 -62.3757 0.954625 35332.2 2.4709
2973.56 2022.91 0.8557 2.14878 0.224936 1.10356e-08 -65.2973 0.427108 30552 2.54837
3012.82 1987.71 0.856716 3.31683 0.376601 4.14493e-08 -74.8416 0.385689 35272.6 2.56273
3107.27 2007.87 0.881817 2.41713 0.06888 9.78724e-08 -74.4524 0.207929 32915.2 2.75595
3151.27 1968.85 0.897304 1.09668 0.052236 8.29233e-08 -79.4112 0.168648 30142.7 2.44871
3171.03 1919.85 0.902733 0.974433 0.0430992 9.88594e-08 -83.7551 0.145392 27589.2 2.21719
3229.1 1895.25 0.921048 0.736309 0.0346012 2.56056e-07 -87.8118 0.0735127 28528.6 2.21677
3213.68 1834.77 0.939786 1.09904 0.0347361 3.73501e-07 -91.2772 0.0789832 29472.9 2.15605
3178.79 1778.82 0.959661 1.43644 0.0401992 1.32074e-07 -95.2925 0.0524035 25379 2.21732
3133.43 1725.44 0.961972 3.20893 0.0247389 1.91023e-07 -99.6159 0.0369057 19678.7 2.37578
3125.92 1647.09 0.974442 0.462284 0.00434781 1.22299e-09 -106.439 0.015522 23769.5 2.47997
3110.51 1577.29 0.978777 0.0949508 0.000132649 3.50942e-08 -112.084 0.0127791 25086.5 2.4897
3096.77 1528.52 0.978613 0.166379 0.00949525 4.88577e-08 -117.577 0.0109532 25605.9 2.55747
3079.38 1476.77 0.977244 0.00268535 0.00576738 9.3675e-08 -121.85 0.0110999 32506.6 2.91255
