meanPX meanPY meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2350.05 2380.94 0.896953 0.402577 1.02041 1.50443e-07 -95.3699 4.22718 7865.38 3.71955
2371.48 2391.84 0.894592 0.763222 1.20979 1.98989e-07 -94.5406 3.57547 14712.6 3.42819
2306.61 2382.23 0.892272 3.06001 5.42144 7.41533e-07 -81.5427 3.22328 16083.5 4.08135
2365.43 2385.52 0.881825 5.16085 5.58919 7.68019e-07 -76.5934 2.36423 14287.5 3.49945
2466.67 2293.69 0.873757 4.6904 3.69812 5.01621e-07 -63.8115 1.60597 14245.7 3.2738
2681.69 2212.87 0.857348 8.01504 4.20365 4.07373e-07 -59.7438 0.730935 13694.1 3.47715
2800.37 2183.5 0.849922 4.981 4.0795 1.00975e-07 -55.9628 0.36212 17645.2 3.03818
2775.42 2140.56 0.851581 1.35763 1.52435 3.20767e-08 -52.8032 0.360663 28895.8 3.27725
2900.53 2114.54 0.843443 5.2485 5.27124 1.67741e-07 -55.8392 0.179838 32354.1 3.53295
2924.05 2096.66 0.8518 93.2737 28.3899 1.39662e-07 -52.2616 0.161758 31529 3.25453
2943.93 2086.02 0.849966 32.6359 9.25527 5.85335e-08 -52.0917 0.134253 33687.5 3.1274
2995.82 2092.17 0.852087 33.0226 8.13615 7.70076e-08 -52.3107 0.106682 29597.6 3.52283
3013.62 2099.07 0.850677 0.878799 2.37393e-05 5.13742e-07 -41.0383 0.12419 17540.1 3.41499
3074.76 2112.31 0.847674 0.643272 6.49639e-05 4.04402e-07 -48.3413 0.0800119 23818.7 3.21196
3119.71 2114.76 0.848524 0.351071 0.0279336 2.3224e-07 -56.5033 0.0592539 27042.9 2.4414
3163.86 2093.24 0.836052 0.77004 0.0713227 4.6513e-08 -68.4191 0.051607 31018 2.23816
3186.42 2058.01 0.825446 0.00494342 0.0562098 6.69622e-08 -75.2161 0.050834 27825.4 2.81529
3168.36 2038.08 0.81305 0.0332244 0.0100094 2.48842e-07 -78.4808 0.0411547 31206.4 3.19308
3180.47 2019.32 0.805454 0.113436 0.000910489 5.60012e-07 -84.8907 0.0355856 27651.7 3.14479
3181.23 1978.27 0.799814 0.0799786 0.000193944 2.28496e-07 -95.738 0.0309326 29138.8 3.34803
3176.32 1952.57 0.807168 0.267089 0.00398546 6.80357e-07 -93.3417 0.0303513 30829 2.58743
3164.14 1923.73 0.800471 0.0915467 0.00459993 1.82196e-07 -97.143 0.0306569 33436.1 2.1209
3157.46 1876.13 0.80966 0.222398 0.00888667 3.56052e-07 -99.7496 0.0307167 33857.5 2.55317
3129.07 1846.3 0.791379 0.326914 0.0146829 4.21862e-07 -105.385 0.0261079 29044.5 2.93948
3120.8 1789.37 0.802947 0.231287 0.014145 2.54905e-07 -106.104 0.025838 29592 3.06799
3104.45 1751.69 0.802147 0.303945 0.0310747 5.33535e-07 -107.969 0.027644 31256.7 2.49688
3118.31 1692.4 0.833296 0.620765 0.0652515 1.07777e-06 -109.068 0.027077 25467.7 2.14975
3114.38 1627.56 0.851506 0.222722 0.0311061 3.13129e-07 -112.174 0.0186697 24558.7 2.86802
3083.67 1573.54 0.846078 0.342408 0.0731606 5.07708e-07 -117.485 0.0137132 23722.1 3.41802
3078.67 1532.59 0.846362 0.445193 0.147679 6.63986e-07 -120.583 0.00908086 25327.4 3.21706
3069.4 1484.47 0.85448 0.235944 0.146219 3.21887e-07 -123.947 0.0115257 31756.6 3.06737
3047.53 1434.88 0.868241 0.411194 0.0856321 2.13693e-07 -129.352 0.0106329 30574.6 3.04853
3026.73 1365.87 0.878533 0.151391 0.0431242 4.42079e-08 -138.91 0.0114427 32817.4 2.94461
2998.16 1309.65 0.894087 0.592085 0.11434 1.49208e-07 -146.883 0.0154242 29318.4 2.23519
2971.32 1280.22 0.885188 0.0300947 0.261336 5.4774e-07 -153.936 0.0143876 31591.8 2.2861
2905.97 1238.81 0.921373 0.0217212 0.145696 1.96312e-07 -151.635 0.0135113 23654.8 3.10756
2905.53 1241.9 0.917229 0.0241798 0.210824 3.76283e-07 -142.068 0.085574 23580.6 3.34035
2855.66 1198.58 0.939965 0.00154257 0.0960305 2.57384e-08 -154.024 0.103734 27954.9 3.10975
2845.05 1196.69 0.942167 0.0345195 0.202331 2.29769e-08 -155.382 0.155637 20443.3 2.89936
2808.6 1174.17 0.958464 0.0349339 0.114731 5.89351e-08 -161.681 0.136124 18820.8 2.17453
2763.03 1178.94 0.964579 0.0322862 0.09108 8.55611e-09 -163.05 0.133521 17657.7 2.45265
2703.66 1164.8 0.997551 0.0599426 0.213816 5.38332e-09 -164.605 0.142131 19518.1 3.26788
2619.27 1194.91 0.981778 0.0464677 0.280899 5.73728e-11 -169.633 0.138511 23556.9 3.2733
2578 1204.22 1.01486 0.106534 0.28462 3.64841e-08 -171.231 0.134538 21188.5 3.43943
2529.43 1208.97 1.02127 0.248019 0.933646 2.43335e-08 -171.886 0.191708 28147.6 3.49133
2455.01 1228.64 1.05536 0.0136078 0.0547954 2.17632e-07 -174.607 0.108171 27620.7 3.34387
2458.16 1203.96 1.07174 0.0477738 0.109765 8.2073e-07 -177.024 0.227603 22514.4 3.74845
2381 1209.66 1.10406 0.0225284 0.132303 6.06421e-07 179.232 0.197659 24724.2 3.58177
2258.62 1169.25 1.1564 7.08749e-05 0.0679951 2.6755e-07 178.332 0.0790923 18935.9 3.54416
2219.28 1166.41 1.16751 0.000337405 0.0720147 1.46593e-07 173.404 0.0749226 26948.9 3.6688
2143.33 1146.84 1.15783 0.00802272 0.373244 1.57235e-07 156.388 0.0409625 19998.9 3.39612
2089.97 1127.68 1.15436 0.0348793 0.605519 2.95077e-07 148.111 0.0242993 26312.4 3.53178
2020.25 1153.23 1.16247 0.00180747 0.214953 6.1566e-08 137.539 0.014233 23434.9 3.59955
2003.98 1167.77 1.14739 3.29872e-06 0.179019 9.64637e-08 134.638 0.00955447 20493.3 3.24087
1958.09 1228.9 1.15426 0.00311565 0.0576899 1.46693e-08 130.324 0.00903477 27464.9 3.30673
1931.25 1248.49 1.14318 0.022145 0.142843 5.04786e-07 128.738 0.00969964 29813.8 3.50099
1893.3 1277.62 1.13569 0.270049 0.00220458 1.24073e-06 123.586 0.00793821 22307.9 3.37081
1885.99 1301.92 1.12609 0.551164 0.0382884 3.36701e-06 124.639 0.00903565 24447.2 3.61425
1864.79 1386.82 1.15111 0.23542 0.0486046 1.35045e-06 124.981 0.00798255 30221.3 3.62912
1837.96 1423.97 1.13149 0.24901 0.0719306 1.40329e-06 124.806 0.00721054 25944.7 3.67056
1797.68 1501.65 1.15182 0.00645379 0.116742 8.27468e-07 124.036 0.00786749 31455.9 3.43246
1750.43 1519.54 1.13772 0.0113907 0.53104 2.18069e-06 125.481 0.0112029 30590.4 3.34002
1689.16 1546.99 1.14099 0.00853182 0.226085 8.345e-07 128.339 0.0163162 29360.2 3.30182
1683.51 1593.96 1.13981 0.0432798 0.17313 8.00737e-07 124.776 0.014797 27223 3.47125
1634 1625.88 1.12952 0.126032 0.732396 2.54287e-06 125.616 0.018228 22863.1 3.32519
1603.57 1643.41 1.11449 0.0787404 0.334053 1.06308e-06 125.969 0.015689 23558.2 3.23292
1565.24 1675.59 1.09831 0.313002 1.16141 3.02799e-06 125.806 0.0213941 24804.3 3.54933
1547.75 1713.33 1.10373 0.0241604 0.104577 2.79415e-07 124.669 0.0206567 25306.1 3.52721
