meanPX meanPY meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2366.15 2317.53 0.851253 0.540172 1.42996 4.57463e-08 -88.4811 3.7044 4883.07 2.89412
2408.93 2272.66 0.849358 1.65292 3.28535 4.57819e-07 -83.3268 3.09648 10749.3 3.47994
2406.8 2270.26 0.848322 3.09723 5.32744 5.10863e-07 -69.0366 3.28459 16550 3.28908
2440.66 2257.76 0.844632 0.0615816 3.66723 1.75982e-09 -46.2823 2.61859 16057 3.63761
2512.89 2248.25 0.838429 10.5584 3.70551 1.80499e-08 -35.0566 1.88751 19259.2 3.513
2541 2219 0.83583 2.17168 2.91274 5.41756e-09 -37.4325 1.42509 22490.7 3.34981
2504.94 2260.87 0.83453 2.01808 3.08667 8.64631e-08 -30.2677 1.22714 23896.8 3.47035
2598.59 2238.02 0.833961 7.8052 0.42556 2.49864e-08 -29.6173 1.00296 27410.2 3.62643
2613.73 2231.41 0.831252 7.90123 0.242939 5.2983e-08 -25.3515 0.976109 30665.3 3.39972
2724.83 2203.04 0.839487 17.0693 0.102335 1.65227e-07 -27.8491 0.7858 30233.8 3.41952
2676.14 2187.66 0.836203 7.31154 0.000646075 1.16785e-07 -21.5137 0.677877 27195.4 3.61546
2773.62 2150.74 0.852518 10.8864 0.0403834 1.95259e-07 -26.4149 0.408344 21648.9 3.69037
2887.73 2143.62 0.854564 13.3655 0.0406062 2.68741e-07 -40.4228 0.305629 16282 3.62433
2906.1 2155.8 0.856565 0.958742 0.0588849 2.69182e-07 -42.0327 0.240152 21803.5 3.63789
2964.5 2149.06 0.856497 1.63433 0.135256 5.99479e-07 -52.4536 0.168555 26142.6 3.52725
3078.79 2116.94 0.856093 0.391623 0.0855684 2.69764e-07 -68.0121 0.0690125 22647.4 3.64743
3113.18 2079.15 0.844027 0.219483 0.115787 2.43414e-07 -73.6859 0.0674079 28697.1 3.77483
3102.76 2067.69 0.838955 0.171855 0.0317772 4.24772e-08 -73.2749 0.0410059 30801 3.55246
3121.28 2039.8 0.842613 0.666769 0.0045962 1.29e-07 -84.4244 0.023512 26619.7 3.2184
3132.26 1996.86 0.836106 0.229142 0.00104944 3.52747e-08 -92.9694 0.0177627 33108.7 2.95174
3119.51 1959.2 0.847104 0.69421 0.00146632 1.42584e-07 -95.4699 0.0207501 33941.5 2.18153
3112.09 1926.78 0.858769 0.0731126 0.116723 3.82471e-07 -96.0797 0.0166218 33324.7 2.73624
3100.15 1882.25 0.841704 0.060863 0.0809937 2.20309e-07 -100.457 0.0172462 34681.4 3.40504
3089.67 1841.54 0.853253 0.10582 0.0843828 5.64313e-07 -105.263 0.0148237 32882.5 3.58355
3072.89 1787.15 0.859423 0.0705635 0.033764 5.69423e-07 -107.674 0.0132439 32322.9 3.6164
3066.94 1733.92 0.884961 0.0234047 0.00851466 4.25408e-07 -106.965 0.013457 30497 3.53473
3082.13 1678.95 0.885062 0.0605063 0.0233387 1.8344e-09 -109.879 0.0115454 27683.8 3.55945
3073.07 1620.43 0.891708 0.113376 0.0368569 8.64832e-10 -113.522 0.0117141 29992 3.56657
3065.65 1561.93 0.884551 0.193694 0.0178798 1.39178e-09 -117.663 0.0127627 30690.6 3.46793
3054.26 1521.95 0.88237 0.127309 0.0106808 1.53861e-09 -122.183 0.0133917 33598.2 3.39568
3040.24 1476.84 0.886763 8.23693e-05 0.0652073 5.34164e-08 -126.606 0.0118201 32790.4 3.34012
3031.63 1411.84 0.913621 0.00654851 0.0426788 1.04968e-07 -130.811 0.0120171 30234.6 3.39575
3016.14 1340.6 0.921772 0.048483 0.0518401 3.31639e-07 -139.636 0.0122555 29316.4 3.4384
2980.86 1311.21 0.891783 0.0778375 0.170343 1.31627e-07 -148.221 0.0142722 28009 3.56692
2963.98 1254.38 0.912388 0.0453498 0.0348714 6.09443e-08 -154.471 0.0136725 29637 3.53473
2903.76 1227.55 0.932141 0.0362468 0.0292609 4.01258e-08 -154.375 0.0108049 22132.9 3.46088
2889 1241.82 0.918833 0.00148265 0.0268306 2.51532e-11 -146.663 0.0524827 15926.5 3.74604
2843.01 1200.96 0.923295 0.000964453 0.07436 3.21362e-09 -151.488 0.0577971 25044.6 3.67395
2835.36 1210.24 0.910615 0.000428739 0.0441073 4.71384e-09 -164.176 0.0700917 17947.3 3.46486
2803.5 1190.12 0.908593 0.0166964 0.00367915 1.34067e-09 -165.169 0.0690801 21406 3.19752
2774.66 1197.25 0.900576 0.0164317 0.0101911 9.12823e-09 -166.358 0.0627692 27330.4 3.2808
2715.96 1178.53 0.924324 0.000404693 0.00235421 2.92613e-08 -165.451 0.040133 20721.8 3.30821
2651.52 1173.32 0.912785 0.00126053 0.00115361 3.85149e-08 -166.685 0.0331612 27470.5 3.5954
2621.37 1170.05 0.924652 0.00418824 0.00111043 4.46432e-08 -163.863 0.0226258 25565 3.65857
2549.67 1158.18 0.94741 4.86528e-05 0.000360962 4.60214e-08 -167.439 0.0231752 20264.4 3.45482
2483.48 1184.86 0.976194 0.00222656 1.49308e-05 3.60747e-09 -171.018 0.0304126 17537.3 3.10844
2479.95 1193.14 0.985032 0.00757001 0.000118307 4.42742e-08 178.433 0.10218 15392.4 2.99158
2417.57 1187.3 1.01019 0.0283693 0.00399017 1.09672e-08 177.127 0.0667083 20788.8 3.45357
2327.13 1179.04 1.03922 0.0343211 0.0146678 8.03669e-09 176.288 0.0489689 22458.1 2.20023
2277.26 1173.9 1.06681 0.0255178 0.0200076 2.87181e-08 170.883 0.0456023 25396.8 2.23739
2200.54 1144.65 1.06769 0.11857 0.0621877 1.00265e-07 156.5 0.0336469 23025.6 3.29224
2140.61 1115.51 1.08101 0.123315 0.0384737 1.19792e-07 149.735 0.0163019 20545.9 3.43465
2067.5 1134.96 1.09884 0.130722 0.0400427 9.66661e-08 137.784 0.0112528 23817 3.55699
2045.13 1158.12 1.09856 0.017758 0.0139182 6.86993e-09 136.875 0.00977426 27931.5 3.46002
1992.13 1220.17 1.10382 0.0149639 0.0103234 8.99037e-08 130.443 0.00968951 26663.4 3.26326
1963.1 1243.54 1.10144 0.0195346 0.00790864 9.19667e-08 128.545 0.0104636 33215.7 3.20781
1918.05 1267.07 1.09088 0.0161664 0.0269049 2.01094e-07 124.236 0.00750912 22102.7 3.34784
1910.77 1303.06 1.08981 0.0112479 0.0290342 2.18053e-07 123.214 0.00885997 29980.2 3.40602
1886.72 1379.22 1.10155 0.0752386 0.14705 7.4471e-07 125.358 0.00980989 29281 3.44583
1854.76 1416.78 1.0849 0.0357983 0.0346885 1.24371e-07 125.37 0.00924639 25896 3.4737
1815.74 1476.48 1.0842 0.02269 0.0739191 2.51628e-07 125.279 0.0107751 24924.8 3.48857
1767.54 1501.3 1.07835 0.10684 0.368396 8.47618e-07 126.805 0.0109931 27588.2 3.45159
1716.13 1527.37 1.06958 0.0418464 0.0360178 1.0793e-07 126.666 0.0108122 27453.3 3.42977
1696.41 1560.09 1.06796 0.103262 0.1309 3.92066e-07 127.492 0.0124942 24914.1 3.37285
1647.38 1592.68 1.05834 0.0696452 0.185114 4.7254e-07 129.463 0.0116446 24460.9 3.09633
1615.63 1612.25 1.04363 0.0479856 0.226601 3.58445e-07 129.819 0.0141765 26251.7 3.21791
1581.83 1641.02 1.03198 0.0213767 0.183635 2.49321e-07 128.129 0.0130918 26228.4 3.57847
1558.44 1671.89 1.03084 0.118506 0.00549912 4.39737e-08 128.092 0.0123483 20090.3 3.53529
1526.25 1679.15 1.02048 0.084411 0.000850956 3.34088e-08 122.46 0.00751863 20857.6 3.37097
1482.92 1696.11 1.00421 0.340516 0.00357745 8.02458e-07 115.22 0.00994499 23548.1 3.39173
1444.72 1725.57 0.999511 0.0516656 0.0441426 1.71306e-08 109.889 0.0120091 31173.7 3.46458
1410.03 1768.28 0.988053 0.0456521 0.0325435 1.083e-08 103.764 0.00819518 24849.8 3.26617
1431.16 1822.12 0.997476 0.0883082 0.0307808 3.99463e-08 97.3201 0.0112141 24918.4 3.34197
1434.92 1873.17 0.992074 0.123674 0.0265237 3.07256e-09 91.6596 0.0118873 27294.3 3.31386
1440.69 1901.74 0.973439 0.0911086 0.00149903 4.11374e-08 87.7686 0.00662294 25979 3.284
1460.63 1933.07 0.957742 0.138808 0.0031788 9.76353e-09 87.8131 0.00639678 28613.2 3.21581
1480.78 1987.24 0.949538 0.0142355 0.000427093 5.30374e-08 88.1463 0.00495676 27656.6 3.04209
1497.69 2015.91 0.950001 0.0217792 0.000755017 1.25051e-07 88.7794 0.00497413 31632.4 3.16452
1499.75 2022.15 0.956226 0.00480285 0.000175157 4.14888e-08 89.9201 0.00497292 28335.2 3.31507
1508.83 2079.17 0.955057 0.00182798 0.0115567 8.36814e-08 90.38 0.00669919 34638.7 3.40609
1521.16 2098.9 0.970844 0.00331685 0.01598 7.87394e-08 91.9172 0.00759738 34617.8 3.46943
1543.03 2124.25 0.971892 0.0174751 0.0294163 2.3694e-07 96.325 0.00771246 35642.8 3.46302
1573.83 2150.78 0.997293 0.0340814 0.0320402 3.58847e-07 105.305 0.00750485 32598.3 3.33047
1561.1 2191.22 0.987939 0.0294328 0.0384748 1.21143e-07 109.877 0.00769593 30566.1 3.32413
1553.11 2188.81 0.997273 0.0271091 0.017573 1.22548e-07 111.476 0.00803966 32609 3.54217
1528.08 2235.24 0.986475 0.0194702 0.0160163 5.12888e-08 111.848 0.00968409 32931.4 3.32552
1502.5 2257.56 0.980745 0.0463549 0.0462989 1.54228e-07 111.71 0.00996954 34995.4 3.33339
1488.07 2300.54 0.981834 0.0650314 0.107543 1.6534e-07 112.975 0.0091918 33904.8 3.57241
1490.25 2339.27 1.00077 0.0290421 0.0765471 2.80177e-08 112.179 0.00838674 32953 3.37668
1446.8 2365.26 0.992008 0.0419643 0.0920909 2.05433e-08 114.766 0.00826342 29994.7 3.21922
1423.75 2392.21 0.994514 0.0495215 0.0612991 3.17684e-08 112.451 0.00887876 30375.6 3.16025
1405.9 2423.71 0.982333 0.0624502 0.0332992 3.37646e-08 108.245 0.0079524 30221 3.40183
1356.46 2447.99 1.00052 0.0706437 0.0533454 1.39663e-08 102.142 0.0108433 37340.6 3.28175
1355.16 2447.62 0.996938 0.0502883 0.0481975 1.2548e-09 93.8977 0.0701453 29913.8 3.42905
1353.3 2447.21 0.994141 0.116371 0.0993867 7.02846e-10 88.2577 0.0973659 28162.8 3.26056
1350.49 2446.66 0.995151 0.202794 0.158468 5.35075e-09 82.024 0.0766396 21773.7 3.117
1363.47 2488.44 1.02954 0.12329 0.125377 4.18675e-09 75.4111 0.0553893 29307.4 3.16649
1383.71 2549.71 1.02149 0.0165122 0.0534047 2.45258e-07 70.0168 0.0372739 31108.8 3.20328
1381.74 2571.7 1.01557 0.012511 0.0239295 1.4504e-07 68.4461 0.0286517 32501.9 3.11969
1418.58 2635.39 1.03925 0.014076 0.0586169 2.93209e-07 64.1808 0.0268195 33294.4 3.25497
1419.58 2684.46 1.0258 0.000713238 0.0476071 2.47657e-07 65.0368 0.0297774 33617.4 3.51639
1407.3 2729.08 1.02157 0.00308206 0.0502456 2.75357e-07 60.9099 0.0257084 33143.7 3.30444
1443.43 2763.53 1.03776 0.0253179 0.0707494 3.06078e-07 57.9248 0.0275173 34069.6 3.20401
1489.9 2829.49 1.05173 0.0229631 0.0329522 1.86145e-07 51.3853 0.025024 34362.5 3.27407
1502.5 2881.51 1.06175 0.0272146 0.0117685 1.34963e-07 50.2565 0.0206133 31468.5 3.25773
1506.29 2930.11 1.05202 0.157446 0.00107159 1.29051e-07 53.0514 0.0202399 26061.8 3.22116
1532.86 2948.93 1.04056 0.0289135 0.0425785 2.41737e-07 56.3435 0.0218934 29025.8 3.21011
1564.34 2956.03 1.04119 0.0374037 0.176205 5.27472e-07 51.6729 0.0172914 31697.1 3.15661
1570.52 3037.98 1.04586 0.0491907 0.0364544 2.72437e-07 51.9798 0.0208283 28706.1 3.22766
1599.96 3046.94 1.05591 0.0821503 0.0148076 7.84555e-08 50.9455 0.0176058 33918.8 3.28297
1624.47 3082.34 1.06153 0.0910422 0.0373264 1.65187e-07 50.4797 0.0183727 30657.6 3.36461
1674.6 3114.54 1.07117 0.0483631 0.0317948 1.61797e-07 48.5283 0.0166654 29703.9 3.37694
1718.83 3157.3 1.07092 0.0667503 0.026234 1.96936e-07 51.2047 0.0146867 29597 3.27238
1719.03 3168.17 1.06293 0.0817138 0.0313694 2.11516e-07 49.4911 0.016953 30507.8 3.46205
1752.73 3204.23 1.06977 0.0158461 0.174711 1.88366e-07 49.1825 0.017606 29876.8 3.49456
1790.3 3232.77 1.072 0.00341555 0.295607 3.32918e-07 48.599 0.0156682 32063.6 3.52672
1803.31 3272.38 1.05824 0.00343682 0.107465 1.62816e-07 48.3063 0.0174339 30974.8 3.49645
1863.33 3297.55 1.05992 0.131892 0.434437 9.29041e-09 47.966 0.0168826 27290.7 3.7955
1894.02 3318.96 1.03796 0.221456 0.699754 2.3686e-08 45.5007 0.021368 28934.1 3.73497
1928.13 3352.2 1.03245 0.131343 0.393091 8.80386e-08 46.6498 0.0143585 27443.5 3.50118
1927.57 3344.97 1.04208 0.417111 0.889211 2.75482e-07 49.4187 0.0204516 26304.6 3.10402
1943.39 3358.06 1.02605 0.153879 0.554824 1.35645e-07 45.5176 0.019418 27737.1 2.65565
1983.05 3392.57 1.02844 0.221535 0.706534 1.42171e-07 43.2724 0.0141784 27899 2.16452
2019.9 3452.78 1.01514 1.69259 0.0414649 4.29226e-07 38.8889 0.0110257 23370.8 3.14999
