meanPX meanPY meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2250.22 2459.22 0.130328 1.61094 6.19881 2.62786e-07 62.9141 8.70186 9381.98 2.15085
2187.28 2543.48 0.130443 0.444397 2.06103 2.24849e-07 98.985 7.93903 13013.6 2.22122
2147.39 2592.81 0.126878 0.195969 1.27953 2.55168e-07 61.7379 8.95032 18146.1 2.16772
2123.84 2823.52 0.131302 0.103491 0.00724514 3.08866e-07 54.5168 8.02959 15243.9 2.18863
2115.22 2924.48 0.134906 0.0597715 0.36653 1.87553e-07 139.901 7.68091 19291.1 2.47751
2174.22 3187.08 0.140218 0.352653 4.05678 1.06392e-07 -37.9495 6.77808 18448.8 2.63792
2203.72 3244.93 0.148283 0.292206 3.20832 1.4446e-07 -63.5282 4.52255 20862.1 2.67647
2264.19 3319.3 0.151111 0.300278 1.98668 4.35317e-09 -49.1904 3.50496 25419.7 2.67437
2293.2 3379.09 0.153746 0.840957 5.64577 7.68632e-09 -51.5303 3.28754 31066.2 2.56494
2330.27 3506.39 0.158653 9.67686 1.29388 1.19347e-07 -43.2085 2.86953 27279.5 2.5696
2375.88 3522.49 0.163248 6.21169 0.781536 3.39136e-08 -59.6975 3.15756 29869.6 2.5801
2346.87 3471.61 0.159882 15.9913 1.37268 4.15875e-08 -56.1458 2.66717 31446.4 2.42871
2363.55 3528.01 0.162531 29.3969 3.62832 3.46033e-07 -38.3163 2.45256 31921.4 2.44074
2429.62 3539.03 0.160801 21.7947 2.63653 2.77642e-07 -41.9412 2.47107 30470.1 2.56576
2446.08 3512.79 0.155681 17.115 4.62766 6.21678e-08 -47.4466 2.07043 31059.4 2.63067
2486.1 3509.72 0.158243 2.88514 10.8353 4.10027e-10 -56.6026 1.61765 30792.9 2.64188
2532.19 3593.69 0.163807 99.2851 79.9493 1.15487e-08 -58.0079 1.38875 30517.9 2.63783
2534.62 3662.19 0.167557 84.9611 72.4556 3.88634e-09 -51.7492 0.921816 31424.3 2.70475
