meanPX222 meanPY  meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2318.77 2404.93 0.850041 1.52514 4.36168 1.22567e-07 -96.8087 4.44249 7088.47 3.17168
2335.45 2352.75 0.849323 1.67662 4.30047 1.0473e-07 -78.1577 4.3347 13607.1 2.72867
2313.27 2264.47 0.848903 1.34373 4.65252 4.0391e-08 -62.1345 4.02077 12076.9 2.81584
2529.82 2138.23 0.84514 7.11995 11.514 7.84371e-09 -58.0471 4.77756 13147.7 2.98358
2674.08 2024.89 0.833893 5.99841 6.59728 2.54729e-09 -47.3895 3.85581 15468.4 2.63975
2786.88 1927.93 0.829373 16.5007 10.3881 8.06143e-09 -37.4613 4.3504 20287.1 2.66844
2904.74 1878.94 0.818441 35.3437 22.268 2.34932e-08 -71.4705 4.18317 25932.1 2.51857
2979.05 1904.9 0.823848 0.0426313 27.9881 3.67904e-08 -11.11 4.81609 27989.2 2.58733
3044.35 1877.96 0.805984 0.00421087 21.2831 3.21637e-08 -89.8452 3.66459 32681.9 2.55435
3048.44 1911.19 0.814935 0.0305904 25.5697 2.41618e-08 -36.7557 3.08889 30513.3 2.72056
3113.08 1921.08 0.808565 0.0266532 2.09868 8.69427e-10 -43.9408 2.36021 28243.1 2.80165
3216.08 1956.98 0.797382 0.0267205 1.26758 6.84157e-09 -75.7996 2.50372 26145 2.65643
3192.1 2016.65 0.815229 0.00289537 1.4993 7.88083e-09 -35.9162 1.71836 25665.7 2.5105
3193.07 2079.73 0.833339 0.0614328 1.04697 6.57447e-12 -35.3471 1.06279 23677.6 2.46677
3217.07 2097.3 0.840224 0.0679261 0.530841 4.17224e-09 -41.8835 0.894712 29018.8 2.59138
3217.02 2121.41 0.849043 0.154248 0.138133 2.67184e-09 -52.2883 0.784239 24561.3 2.88896
3282.67 2096.09 0.846152 0.170488 0.157252 1.70069e-09 -62.4911 0.661736 32464.1 2.82121
3277.1 2077.58 0.844807 0.180662 0.215354 3.39741e-09 -61.9983 0.719805 36723.8 2.64002
3282.99 2078.34 0.865964 0.132196 0.0389268 5.52491e-08 -69.3366 0.399374 34066.7 2.61663
3300.12 2047.68 0.86969 0.108146 0.0177354 4.86175e-08 -77.2215 0.370643 35569.2 2.69965
3313.58 2015.6 0.886033 0.501097 0.000242012 5.78392e-08 -76.6741 0.33132 32745.3 2.70522
3310.55 1982.52 0.892637 0.807902 0.00408788 9.96874e-08 -78.9586 0.277865 35301.5 3.04369
3308.76 1927.76 0.89502 0.683872 0.00252656 1.7879e-08 -84.6463 0.383452 27864 2.72265
3280.91 1898.48 0.914559 0.417862 0.00184859 1.31982e-08 -87.1659 0.278096 32517.4 2.83053
3270.67 1842.16 0.919956 0.50636 0.00354864 4.94742e-08 -90.6658 0.369467 33283.9 2.7397
3238.6 1789.13 0.948864 1.02204 0.000167898 7.21374e-08 -93.6248 0.272609 28785.1 2.86415
3199.52 1724.08 0.973322 1.27637 0.00318694 1.26298e-07 -98.2944 0.15306 22525.2 2.5766
3143.35 1651.71 0.98892 1.75514 0.0174085 1.35495e-07 -104.911 0.0391585 17732.8 2.59354
3114.46 1581.39 0.991849 0.287772 2.2242e-07 3.01852e-08 -111.142 0.0125752 22231.5 2.60274
3098.42 1535.22 0.993252 0.85731 0.00415738 1.38053e-07 -116.078 0.0106566 25190 2.73427
