meanPX222 meanPY  meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2364.33 2398.02 0.846448 1.5995 3.17583 8.33831e-09 -90.3578 4.45046 7768.97 2.72036
2394.46 2394.65 0.845258 0.20206 0.437481 1.23833e-09 -95.4618 4.16511 13506 3.13451
2357.43 2311.19 0.845517 1.72546 3.32398 2.17445e-10 -66.3265 4.77131 12487.2 2.98696
2435.16 2232.04 0.847925 2.65002 4.10291 4.29527e-11 -44.6819 4.259 15823.2 2.7729
2469.32 2006.98 0.847862 1.11159 1.65832 5.21797e-08 -38.6405 5.48616 16293.5 2.73533
2547.09 1992.31 0.849555 0.0926389 18.5369 3.68342e-07 6.29868 3.88735 20678 2.89515
2574.26 1938.2 0.848373 0.318798 28.0637 3.21399e-07 13.4943 3.74269 25430.9 2.7092
2744.45 2047.18 0.850756 0.914599 9.68472 9.8313e-08 -12.1044 2.10951 24129.8 2.46805
2787.63 2031.28 0.852749 2.57851 20.4832 2.07458e-07 -12.6388 1.90475 27700 2.47807
2862.26 1998.5 0.853926 2.92857 15.8567 1.06936e-07 -12.6329 1.50884 24828.6 2.93433
2937.68 2071.71 0.860449 7.84552 26.0888 1.6923e-07 -17.0932 0.834632 24733.1 2.96084
2949.26 2105.18 0.862164 7.41128 19.9996 1.11172e-07 -19.189 0.610699 27078.9 2.6046
3037.45 2130.98 0.871429 11.7725 1.82752 4.61175e-07 -18.6462 0.353755 22913.8 2.58044
3076.02 2157.7 0.877923 10.3222 1.47617 3.53382e-07 -22.4175 0.309642 27285.1 2.66411
3131.19 2176.09 0.88262 14.5155 2.04185 4.48389e-07 -33.3485 0.196045 29335 2.64151
3204.95 2172.29 0.887031 27.3309 4.44835 8.92975e-07 -44.6359 0.162855 33041.3 2.78485
3218.62 2157.82 0.865913 5.51361 1.2385 1.78903e-07 -54.3356 0.0790708 24540 2.48456
3154.3 2150.4 0.854697 0.832694 0.130587 1.78821e-08 -53.541 0.0537819 23990 2.41685
3185.58 2127.21 0.859346 0.413413 0.0922173 7.57442e-09 -62.9306 0.044381 31882.6 2.33513
3177.8 2097.52 0.852116 1.30615 0.0471598 2.79239e-07 -72.2933 0.0318814 30941.7 2.25625
3158.58 2056.76 0.870115 2.02522 0.0560086 2.75397e-07 -75.421 0.0216079 31354.6 2.39939
3130.95 2027.28 0.86901 2.70106 0.0907214 2.78636e-07 -77.6919 0.017157 31243.1 2.34139
3174.23 1962.86 0.885046 5.10536 0.160327 5.37508e-07 -82.1933 0.0213906 30281.5 2.60085
3157.11 1922.29 0.894639 2.58243 0.0669106 2.11533e-07 -87.9053 0.016209 26093.4 2.94018
3122.43 1859.48 0.905927 1.60283 0.0449024 4.45328e-08 -92.4449 0.0138097 27912 2.73347
3128.63 1805.95 0.920644 2.56073 0.0867308 9.26147e-08 -95.1795 0.016188 31028.3 2.56674
3114.05 1744.45 0.930397 1.15446 0.0397572 3.0732e-08 -99.7661 0.0125344 25903 2.47274
3106.02 1671.68 0.948539 1.89659 0.00121364 1.11842e-08 -105.603 0.0125162 25771.4 2.8165
3096.09 1602.12 0.955045 0.479351 0.00249815 1.14613e-08 -112.05 0.00980293 24095.2 2.86018
3086.15 1552.8 0.955672 1.50859 0.00207754 2.52294e-08 -115.791 0.00962212 29948.3 2.60148
3068.87 1490.69 0.964599 0.126823 0.0609313 1.733e-07 -120.995 0.0104057 28036.9 2.50904
3049.66 1432.68 0.975598 0.0449259 0.0461676 8.17358e-08 -127.054 0.0119186 32596.8 2.56086
3040.66 1351.67 0.990888 0.100488 0.0115849 3.76228e-09 -134.789 0.0124855 33443.4 2.61371
3015.69 1290.52 0.994632 0.0187118 0.05652 4.50949e-08 -142.846 0.0122928 32508.2 3.07585
2993.44 1241.32 0.991575 0.0347208 0.07397 1.00251e-07 -149.875 0.0130792 34881.9 2.69094
2935.72 1200.06 1.01878 0.00422494 0.04632 4.85985e-08 -148.206 0.0154151 31278.5 2.45867
2924.08 1203.73 1.01856 0.0113353 0.061504 1.80911e-07 -145.491 0.0888866 28480.5 2.61881
2872.72 1143.22 1.05044 0.00784077 0.0154374 4.97912e-08 -148.253 0.056226 20995.8 3.01575
2870.03 1143.9 1.05401 0.0199067 0.0320794 1.11218e-07 -146.299 0.128887 26568.5 2.8442
2835.56 1120.7 1.05623 0.00994915 0.0670804 9.0732e-10 -152.816 0.0850684 23852.2 2.72578
2789.77 1121.02 1.06479 0.000158461 0.00462006 1.28719e-09 -156.857 0.0709936 23903.8 2.60634
2734.72 1097.89 1.08789 0.00686922 0.0362923 1.28804e-08 -154.319 0.0678653 30128.2 2.822
2648.96 1096.78 1.08754 0.00327158 0.067026 3.37212e-09 -159.888 0.0947021 28518.7 3.0156
2594.3 1136.72 1.11137 0.000253755 0.0247421 6.81177e-08 -165.753 0.0776291 22413.1 2.64011
2515.32 1121.74 1.13589 0.000673666 0.0263888 2.14823e-08 -167.638 0.0552688 27277.9 2.68083
2451.9 1155.33 1.16585 0.00228905 0.00542787 2.9245e-08 -171.282 0.0522684 25998.1 2.8601
2448.64 1133.02 1.17743 0.000316628 0.0164446 7.98291e-08 -175.476 0.0730444 19690.1 3.01087
2388.48 1115.47 1.20583 0.000837244 0.0672488 1.00248e-07 -177.505 0.0925675 25736.5 2.88209
2287.31 1112.05 1.22608 0.00711976 0.0866427 1.22096e-07 -177.863 0.072613 22529.7 2.52901
2235.27 1108.23 1.24517 0.0227007 0.102507 2.79091e-07 175.548 0.053809 26905.7 2.47731
2167.39 1072.47 1.22888 0.00956641 0.0258032 1.47272e-07 162.405 0.0574268 24010.3 2.48442
2122.55 1058.37 1.21992 0.00927145 0.0173733 1.36168e-07 152.888 0.0659016 26698.8 2.57799
