meanPX222 meanPY  meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2335.72 2352.87 0.834499 4.44017 12.9966 1.25732e-07 -112.487 4.60837 8055.25 3.10556
2334.2 2320.76 0.832038 2.31863 6.35106 6.89319e-08 -110.782 4.48527 11933.1 2.67867
2398.23 2241.94 0.829814 0.517074 1.08904 2.24711e-08 -101.624 4.66311 13331.3 2.75582
2537.2 2245.02 0.831685 2.96925 2.94595 4.5211e-09 -1.62821 4.45424 14005.1 2.59795
2707.79 2176.74 0.829026 7.73442 5.21665 5.20174e-11 20.4171 3.53838 19567.1 2.60554
2830.98 2085.67 0.825279 2.44353 15.9456 4.23733e-08 -12.4077 3.1343 18548 2.53865
3001.18 2054.95 0.820105 3.85637 11.6509 1.27376e-07 -16.4548 3.29606 21680.3 2.64198
3091.95 1956.27 0.802316 0.00346783 27.3869 5.86855e-08 -28.7081 4.90455 24647.9 2.73555
3116.03 1987.31 0.804126 0.0327057 28.8397 5.47739e-08 7.56909 3.50123 28439.7 2.41894
3165.09 2041.34 0.804042 0.0323047 17.9865 2.45921e-08 -4.74242 2.87392 29689 2.66781
3113.03 1999.52 0.813648 27.3352 16.5225 2.69569e-09 -21.897 2.41842 26263.9 2.60088
3152.99 2001.47 0.814645 6.32995 3.85924 1.9037e-09 -33.9652 2.62684 26723.3 2.56562
3112.58 2063.21 0.834205 0.268636 0.419508 3.19439e-08 -22.2146 1.47703 21578.6 2.72529
3082.12 2142.58 0.859499 0.824387 0.0967463 3.31648e-11 -21.8365 0.702376 22492.9 2.68251
3160.19 2149.05 0.864952 0.489311 0.121708 1.10341e-08 -37.1123 0.530532 26229.2 2.57316
3131.72 2147.05 0.860702 0.490024 0.0423761 1.69795e-08 -51.4588 0.477197 22789.3 2.42426
3146.98 2142.56 0.864459 0.836291 0.0075184 2.14222e-08 -56.1719 0.293927 28387 2.47281
3149.49 2118.43 0.86003 1.4565 0.0126788 3.96147e-08 -57.6427 0.421092 32918.7 2.63057
3124.21 2127.37 0.882089 1.09004 0.00221483 1.12279e-08 -62.4183 0.155269 29524.4 2.74803
3152.92 2087.34 0.877797 1.39227 0.00482783 7.92969e-08 -73.7603 0.19242 34062.3 2.70316
3141.57 2052.76 0.891659 1.57469 0.00947813 8.57801e-09 -74.4264 0.106493 35042.2 2.54035
3126.55 2019.85 0.89256 1.01821 0.0805973 7.16706e-09 -77.2213 0.0662251 29465.7 2.50624
3166.55 1949.36 0.91012 2.5549 0.0740022 7.0446e-08 -83.9113 0.153242 25534.7 2.37427
3156.61 1908.68 0.921934 0.995964 0.0177336 6.87555e-08 -89.1897 0.072977 28834.1 2.33767
3153.72 1844.31 0.929423 0.580431 0.00842787 3.99439e-08 -91.7798 0.118547 33278 2.24137
3130.32 1793.2 0.947743 0.453153 0.000364535 1.36913e-08 -94.8209 0.052655 27596.4 2.2226
3117.85 1726.96 0.957536 0.249817 0.00514456 7.98854e-08 -101.391 0.0385423 23538.7 2.1291
3116.23 1657.75 0.961059 0.447291 0.000504459 3.46872e-08 -104.826 0.0161195 27172.7 2.25659
3102.29 1585.75 0.967513 0.369334 0.0174457 5.40939e-08 -111.528 0.013357 28743.2 2.37149
3090.57 1531.54 0.974405 0.0961942 0.0560006 1.76002e-08 -116.051 0.0112384 27505.9 2.71371
3071.28 1477.44 0.976253 0.0736668 0.0637241 3.21444e-08 -120.089 0.0117071 31168.5 2.45369
3050.97 1419.74 0.986325 0.0274724 0.0219243 1.19178e-07 -127.261 0.0121556 32066.8 2.31622
3033.6 1340.04 1.00161 0.0617342 0.0420838 7.88458e-08 -136.932 0.0171046 34775.9 2.16852
3007.79 1273.28 1.01126 0.0804424 0.0565569 4.86661e-08 -145.788 0.0139841 28921.3 2.24232
2990.03 1227.36 1.00812 0.0546716 0.0506038 6.58691e-08 -150.643 0.016631 34630 2.36997
2930.92 1201.87 1.01553 0.0269557 0.0445368 3.52418e-08 -149.493 0.0184995 33519.7 2.47039
2917.78 1192.9 1.03136 0.0403325 0.0144855 4.9091e-08 -141.381 0.080382 21315.3 2.6649
2862.49 1144.51 1.05175 0.0809113 0.013551 1.06724e-07 -149.947 0.0623847 24388.1 2.43429
2852.84 1139.77 1.06028 0.00437163 0.0153488 6.90066e-08 -158.076 0.0699338 18083.5 2.38563
2825.12 1119.86 1.05707 0.0144191 0.0143503 6.69059e-08 -163.041 0.0709659 27316.2 2.37273
2777.96 1130.25 1.06238 0.013221 0.000889978 9.60896e-09 -163.85 0.0570776 27194.5 2.33568
2700.06 1133.71 1.09417 0.014491 0.0187407 1.24919e-07 -166.706 0.048684 26213.5 2.52278
