meanPX222 meanPY  meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2375.13 2388.46 0.835563 2.81556 5.69501 1.05107e-07 -68.378 4.7745 9220.68 2.80001
2334.78 2347.46 0.836293 0.132869 0.81864 9.60915e-08 -84.971 4.57579 11274.7 2.68333
2402.97 2208.06 0.835559 3.03967 6.73274 2.92748e-07 -86.5202 4.22544 11733.7 2.78032
2505.42 2154.18 0.8376 2.53758 3.76589 1.81723e-07 -61.8699 4.88533 14111.6 2.53705
2616.13 2119.8 0.841409 1.9622 1.85828 1.06199e-07 -16.007 3.88473 20544.9 2.69787
2747.2 2031.31 0.842963 0.930016 11.6883 2.81263e-08 -24.3021 3.18326 21949.4 2.87841
2778.97 1976.46 0.847541 1.90889 21.0255 7.46609e-08 -18.9237 2.46226 25439.4 2.6909
2850.91 1919.67 0.847235 3.62898 27.5948 6.76217e-08 -12.6364 2.65337 25222.1 2.54678
2935.36 1921.87 0.843793 4.03739 19.8388 2.01633e-08 -8.9273 2.18507 30180.2 2.39865
2955.54 1877.24 0.843859 2.37005 12.809 6.2086e-09 -8.60687 2.40085 31356.3 2.45502
3025.78 1958.78 0.865172 7.92126 24.3016 4.86205e-09 -16.7964 1.64714 28745.1 2.59291
3052.12 2000.67 0.871144 5.70393 1.89426 7.76012e-08 -16.0766 1.39709 27254.5 2.56707
3079.48 2036.35 0.879527 4.16723 1.10294 5.18411e-08 -11.2359 1.27056 26672.3 2.63136
3120.3 2143.35 0.90144 0.396894 5.74819e-05 5.43661e-07 -23.625 0.490875 24903.8 2.86954
3126.92 2163.5 0.906255 0.411821 0.00256705 4.57491e-07 -32.469 0.411184 22650.1 2.67902
3191.24 2162.19 0.907417 0.528515 0.0204798 1.39651e-07 -45.4438 0.365331 31004 2.62751
3249.82 2147.17 0.90871 0.657535 0.0960368 1.39916e-07 -54.1019 0.17885 32398.4 2.86689
3215.43 2133.44 0.896985 0.500773 0.05683 9.4385e-08 -54.0331 0.150781 32817.2 2.98653
3200.71 2113.16 0.895193 0.990222 0.0855009 1.74411e-07 -63.6968 0.115481 30748.1 2.63343
3162.2 2090.98 0.870084 0.846751 0.00852523 1.36288e-09 -70.9768 0.0976694 25255 2.46439
3190.8 2051.77 0.890017 1.69761 0.0218934 3.78214e-08 -72.2499 0.0755331 33661.6 2.48436
3180.79 2013.34 0.888265 1.94679 0.0232194 5.50082e-09 -76.4552 0.0613732 32132.5 2.5669
3226.51 1953.75 0.907278 2.12809 0.00785972 3.45414e-08 -81.0621 0.063953 32112.3 2.57794
3252.04 1909.13 0.921081 1.48712 0.00386777 2.39988e-08 -85.0809 0.065745 32528.4 3.0835
3191.13 1853.11 0.912245 0.981027 0.00118555 9.82688e-09 -89.348 0.0973205 28145.9 2.66995
3184.9 1795.19 0.939959 1.21498 0.00170887 5.95703e-08 -92.1713 0.0729453 26837.4 2.49296
3160.55 1736.71 0.946802 1.95044 0.00240933 4.06626e-08 -96.7863 0.0548081 25347.6 2.68595
3119.82 1659.22 0.962667 0.657278 0.0151185 2.22311e-07 -104.502 0.0235778 15337.2 2.90959
3102.25 1594.65 0.962252 0.953032 0.00493994 1.26422e-08 -110.93 0.0132213 22745.3 2.7902
3093.29 1545.43 0.962379 1.1625 0.00161862 5.99761e-08 -115.025 0.013092 30647.8 2.57306
3074.41 1485.13 0.972418 0.00726371 0.0187166 3.44703e-07 -118.85 0.0121611 29583 2.50573
3055.54 1426.56 0.981132 0.00424989 0.0337503 3.99362e-07 -125.9 0.0117353 30344.2 2.35441
3034.37 1343.03 0.998046 0.00410456 0.071697 5.58526e-07 -136.873 0.0112373 30222.3 2.46754
3013.11 1284.5 1.00253 0.0104128 0.0245204 7.08249e-07 -143.72 0.0133038 33765.9 2.52209
2988.5 1231.47 1.00932 0.000310015 0.0109193 4.78236e-07 -151.657 0.0137469 31359.9 2.7625
2922.46 1199.17 1.0281 0.00359125 0.0219004 5.77602e-07 -150.491 0.0117407 30916.2 2.52259
2917.34 1203.15 1.02413 0.00436671 0.0184911 7.0023e-07 -140.429 0.0750315 24313.5 2.76698
2856.43 1157.28 1.05025 0.0202143 0.00414698 4.13884e-07 -153.514 0.0622229 24718.4 2.44017
2854.31 1149.06 1.06174 0.0257852 0.0131113 4.00778e-07 -162.21 0.0780975 19431 2.93181
2822.5 1129.09 1.06517 0.0215141 1.47834e-05 1.24375e-08 -163.25 0.0755097 27349.7 2.96965
2781.6 1134.18 1.06705 0.0100628 0.0040585 1.59153e-08 -164.078 0.0703328 28804.3 2.73047
