meanPX222 meanPY  meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2355.59 2362.36 0.847478 1.77496 4.26887 1.72046e-08 -70.8048 5.42725 8663.47 2.67941
2376.71 2371.06 0.847001 0.923647 1.58702 2.90707e-09 -65.3512 4.66494 12066.3 2.69431
2393.88 2372.49 0.846345 1.86295 2.48007 3.3507e-09 -60.0528 4.75627 14623.1 2.71063
2458.72 2270.89 0.845137 4.13246 5.38996 7.50088e-09 -31.179 4.69785 16615.8 2.82975
2659.31 2144.12 0.845404 2.69474 2.43741 5.33197e-09 0.429942 4.39322 15414.5 2.8493
2821.53 2141.42 0.839739 2.81307 18.1008 1.87759e-10 20.4347 2.81981 19585.9 2.66644
2878.53 2090.41 0.842032 3.6124 17.4108 8.31837e-09 18.4331 2.67581 21416.3 2.4927
2944.01 2066.52 0.841059 5.52994 19.8473 2.59803e-08 13.4486 2.61263 27791.7 2.4886
2991.96 2089.9 0.848593 3.41335 9.20581 2.38916e-08 1.87019 1.86618 25255.7 2.65955
3070.05 2103.76 0.840582 5.17884 10.5658 1.8245e-08 12.6754 1.92122 30572.8 2.79107
3000.4 2145.46 0.86452 9.27415 20.0222 3.68473e-12 -4.81192 0.931387 21910 2.49101
3003.92 2141.73 0.866775 9.55237 18.5548 2.26193e-10 -10.497 0.711679 26865.7 2.45029
3038.39 2154.46 0.861591 10.4116 18.0013 3.47857e-09 -10.1875 0.691404 25369.2 2.53978
3025.88 2193.37 0.874 18.7517 26.8497 2.02273e-10 -16.2402 0.382549 24137.7 2.98062
3059.86 2217.36 0.88038 7.16179 8.40057 9.47076e-10 -23.384 0.206167 24661.3 2.92587
3085.93 2221.39 0.894854 12.9366 13.9283 9.2212e-09 -38.5699 0.115622 28460.4 2.5997
3153.94 2179.74 0.884419 11.4523 12.5667 2.48178e-10 -51.2903 0.0707185 30715.8 2.58105
3140.49 2157.54 0.880521 10.4437 12.9919 2.10324e-09 -52.7014 0.0557267 33745.6 2.71562
3156.81 2132.53 0.893992 1.25256 0.219306 1.64485e-08 -62.1146 0.0449909 34826.9 2.81722
3165.28 2102.55 0.907423 0.575354 0.142114 3.54913e-09 -69.5504 0.0294701 32983.4 2.66912
3147.67 2060.87 0.923652 2.72107 0.165275 1.3713e-09 -72.9642 0.0299804 33203.7 2.50666
3158.12 2018.84 0.931194 1.41333 0.0795564 3.19156e-09 -76.618 0.0292177 34773.2 2.70871
3145.71 1963.24 0.941236 0.734048 0.0941559 8.2439e-08 -80.5467 0.023754 30530.3 2.85834
3142.09 1912.48 0.962923 1.94202 0.195681 2.37467e-07 -86.6896 0.0237711 27786.7 2.83201
3139.16 1851.68 0.957182 1.49078 0.0129909 3.40582e-07 -91.1952 0.0247945 29949.3 2.71222
3142.58 1786.01 0.981113 0.761578 0.00110136 1.76842e-07 -93.6441 0.0185041 28532.4 2.57773
3133.94 1719.65 0.989756 6.32016 0.114979 1.67702e-07 -98.5657 0.0154109 27383.2 2.52892
3120.19 1647.23 0.995393 0.843688 0.00216854 1.91318e-08 -104.803 0.0096986 23725.8 2.3136
