meanPX meanPY meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2246.87 2465.88 0.0494489 0.591676 2.00614 1.14889e-08 9.0822 10.0443 6987.26 2.70365
2187.11 2505.58 0.0507087 0.17759 0.765727 3.55711e-08 69.7346 9.11106 13348.3 2.64827
2065.96 2687.02 0.0552333 14.1709 44.9235 3.6392e-08 -137.946 9.34379 12128.6 2.47525
2037.54 2796.78 0.0581932 27.5693 90.8202 8.58756e-08 -123.859 7.77097 15200.1 2.49547
2047.89 2941.51 0.0651861 6.63212 0.0539882 1.07465e-09 -128.474 6.22758 16306.3 2.42951
2061.71 3123.65 0.073017 8.9958 52.0607 2.77517e-08 -109.982 5.54671 19448.7 2.17956
2128.61 3190.59 0.0778965 14.8899 0.109418 2.73531e-08 -115.417 5.03174 24403.8 2.16604
2185.45 3291.04 0.0903177 15.4801 0.484439 5.61448e-09 -83.3792 4.32852 21090.3 2.42547
2217.25 3337.66 0.0978953 16.9555 0.791638 2.41014e-09 -81.2204 3.86731 24932.9 2.54069
2234.1 3325.21 0.107613 11.7773 0.473009 5.18503e-11 -88.4024 3.23531 24645.9 2.55788
2318.11 3203.01 0.108564 10.3674 0.058233 2.28977e-09 -80.7952 2.65419 28540.5 2.55383
2395.78 3181.99 0.117253 17.9635 0.0852122 4.64001e-09 -80.1945 2.39389 29269.8 2.63487
2436.85 3091.47 0.123264 10.3285 0.00488107 2.91598e-08 -79.3992 2.16519 24761.5 2.50585
2413.49 2993.45 0.125509 10.2626 0.111699 1.9604e-08 -83.1392 1.85058 29009.4 2.46478
2425.96 2900.42 0.126481 10.05 14.7936 4.72967e-08 -92.446 1.60953 31475.1 2.44224
2438.19 2994.1 0.133418 14.3165 16.8693 2.05092e-08 -93.3388 1.63116 31334 2.472
2475.01 3099.42 0.13628 0.611678 13.2993 1.59129e-08 -94.3409 1.59419 33046 2.33051
2487.31 3111.55 0.144364 0.561996 13.0872 1.56608e-08 -89.91 1.52577 30880.3 2.3721
2543.51 3336.39 0.158332 0.426696 12.1056 2.62176e-08 -81.4652 1.44299 31493 2.486
2558.15 3372.45 0.163908 0.276587 8.84 7.51456e-09 -86.2846 1.34009 31920.3 2.42947
2710.18 3698.81 0.187509 8.12384e-05 2.81574 2.71722e-09 -76.4168 1.43795 22633.3 2.47811
2801.67 3859.05 0.204008 102.399 89.8905 2.55142e-07 -72.0282 1.61665 25408.2 2.53575
2814.93 3946.71 0.216122 10.685 0.78605 7.34114e-10 -70.7627 1.36505 25672.2 2.30607
2861.83 3962.09 0.227087 0.730305 0.0993162 1.02667e-08 -76.884 1.62975 29898.1 2.20814
2861.47 3960.82 0.234904 2.21169 0.476529 1.6556e-11 -76.9138 1.56456 29097.7 2.23717
