meanPX meanPY meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2516.25 2351.01 1.36216 242.429 20.5721 0.000157707 -75.9686 2.5836 684.553 1.27566
2467.14 2312.51 1.22239 90.7257 6.02221 3.28567e-05 -79.1728 2.23251 12003.9 1.19914
2467.06 2335.85 1.14234 27.0879 2.4666 6.88367e-06 -74.6139 2.10454 14832.1 1.38069
2606.6 2312.65 1.05327 14.181 1.57108 3.17969e-06 -73.8631 1.50325 18851.8 1.38081
2679.28 2268.91 0.947627 13.1467 1.24325 1.64463e-06 -62.3996 1.15883 19046.4 1.14923
2682.07 2289.26 0.851037 5.36035 0.588124 2.84306e-07 -68.9003 0.953922 20178.4 1.157
2789.94 2189.4 0.796123 4.96578 0.353834 1.49292e-07 -68.3485 0.81595 23376.4 2.20655
2785.54 2163.4 0.737913 9.8153 0.622895 1.93087e-07 -68.0542 0.582166 24141.4 2.11121
2942.27 2067.88 0.686911 2.66649 0.108563 1.4167e-08 -69.8127 0.344749 23692.8 2.07264
2948.08 2023.83 0.682868 6.41169 0.139811 4.41661e-08 -72.9918 0.364973 29707.8 2.13728
2960.14 2015.87 0.676443 4.88808 0.119023 5.46539e-08 -75.5853 0.350469 28060.8 2.14571
3041.87 1946.03 0.635004 2.01394 0.0139179 1.88143e-09 -81.4982 0.244594 30663.8 2.17372
3020.72 1957.59 0.655388 10.1401 3.06146 5.48654e-06 -87.2808 0.353626 26651.1 2.22246
2891 2089.73 0.714962 3.09084 9.01641 8.53419e-07 -84.8512 0.715175 20912.1 2.11126
2989.02 2013.16 0.712541 0.435311 1.53019 1.77284e-08 -98.4864 0.531784 23661.2 1.96811
2987.48 2055.4 0.74905 1.54236 7.73976 4.5723e-10 -98.4633 0.490776 21479.2 2.02158
2913 2110.11 0.770507 1.24173 6.64185 4.76259e-10 -93.9959 0.44438 22840 2.06125
2991.38 2051.49 0.728188 0.298481 2.98162 4.55155e-09 -98.1714 0.388698 26104.4 1.96204
2787.12 2309.6 0.731617 3.10192 16.6606 1.90735e-09 -93.6502 0.347075 23757.4 2.095
