meanPX meanPY meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2392.92 2307.97 0.877142 4.01313 8.96938 2.9255e-07 -95.5076 3.74237 4059.7 3.8123
2394.07 2274.89 0.876671 2.83351 5.24412 2.41667e-07 -81.8729 3.51291 9556.68 3.60903
2408.2 2286.95 0.876124 0.760778 1.12682 5.3468e-08 -58.7888 3.40957 14167.4 3.60619
2399.96 2283.61 0.873876 0.122828 3.30726 2.04588e-09 -35.8611 2.90405 18229.7 4.03388
2486.41 2289.24 0.865532 15.8294 5.51398 1.36648e-07 -25.572 2.54853 21876.1 3.68006
2473.51 2295.82 0.862419 11.3394 3.00244 1.48567e-07 -21.5644 2.16215 25227.1 3.54319
2585.54 2278.93 0.846789 7.93953 1.66727 1.00765e-07 -24.5101 1.62751 25796.6 3.58158
2442.03 2342.25 0.853932 8.47973 1.63189 8.215e-08 3.00572 1.73789 27637.3 3.55458
2632.11 2205.13 0.844505 2.76968 5.93408 9.08619e-07 -19.4998 1.13353 28137.4 3.7201
2569.19 2214.91 0.847008 2.01382 6.88444 1.09483e-06 -9.16309 1.01143 27082 3.56786
2603.87 2204.35 0.842284 1.26793 4.85677 6.41753e-07 -14.257 0.86604 30526.6 3.81164
2690.21 2185.2 0.849599 1.84011 12.2238 1.90892e-09 -18.8397 0.67201 24691.8 3.58108
2768.8 2174.54 0.850745 2.74226 0.0753824 1.24357e-08 -26.8942 0.558812 20323.4 3.58976
2865.15 2158.84 0.850005 3.19543 0.0383881 1.41026e-08 -37.8366 0.407592 23704.6 3.40527
2931.75 2162.81 0.852048 1.66852 0.042082 6.96538e-09 -45.764 0.311452 26312.3 3.29208
3061.41 2140.51 0.85851 0.881463 0.0310609 3.78097e-08 -61.3988 0.159068 23393.1 3.21939
3129.86 2086.48 0.863174 0.368417 0.0181733 1.42866e-08 -72.0766 0.0936659 26789.8 3.35558
3114.37 2075.46 0.855237 0.492637 0.0362902 2.95154e-08 -70.4573 0.0550845 26897.7 3.38005
3138.86 2044.17 0.86331 0.310424 0.0273385 4.08527e-08 -79.9236 0.0288975 27611.4 3.28177
3159.11 2002.04 0.863076 0.385983 0.0464081 7.76917e-08 -88.7663 0.0211385 32902.5 3.25542
3143.35 1959.46 0.87602 0.429063 0.0374759 1.10799e-07 -90.4833 0.0186195 33713.2 3.31242
3137.84 1921.71 0.878612 0.902156 0.0742776 2.16477e-07 -95.3271 0.0151517 28957 3.54851
3134.57 1874.85 0.881336 0.0017402 0.00406891 3.87074e-07 -97.7617 0.0133054 31110.6 3.41756
3123.28 1835.15 0.884131 0.00148912 0.00427079 9.1133e-07 -101.89 0.0120569 35155.8 3.36049
3108.16 1774.79 0.877394 0.00167434 0.00201913 9.33791e-07 -104.905 0.0129042 34709.7 3.41649
3106.74 1729.9 0.885713 0.00285108 0.011165 1.39018e-06 -105.54 0.0120573 32655.9 3.46282
3107.37 1674.67 0.895201 0.0032805 0.0224472 6.35965e-08 -107.798 0.0116055 31212.7 3.35233
3102.42 1612.74 0.898257 5.38927e-05 0.0138163 9.14605e-08 -111.927 0.011475 32424.6 3.78804
3080.91 1561.73 0.880116 0.000320512 0.00499869 1.54064e-08 -117.609 0.0118145 33394.8 3.43943
3082.06 1510.47 0.89804 0.0706003 0.0255652 7.35649e-08 -119.508 0.0103351 30407.4 3.45175
3055.67 1464.7 0.897252 0.0396044 0.0170749 2.84923e-08 -125.459 0.0111471 32228.2 3.64837
3041.88 1402.79 0.924104 0.0624467 0.0361834 1.03361e-08 -130.462 0.0113491 31044 3.6205
3016.9 1342.25 0.913772 0.0523233 0.0536177 7.82358e-09 -140.376 0.011563 30098.4 3.43495
2990.68 1296.9 0.907021 0.08851 0.120163 2.28609e-08 -147.049 0.0159854 31129.7 3.23913
2973.92 1250.87 0.911372 0.0792097 0.0942576 2.90991e-08 -152.775 0.0143134 28954.6 3.4508
2915.92 1222.03 0.927074 0.0478408 0.0488675 2.3254e-09 -151.889 0.0129074 26109 3.736
2897.7 1227.79 0.925433 0.0642296 0.0447252 4.62233e-11 -150.618 0.0800959 24007.2 3.65857
2839.7 1180.22 0.939931 0.123803 0.0553821 1.25055e-10 -154.031 0.0309934 11985.4 3.34005
2833.45 1180.59 0.941366 0.100451 0.0319969 7.5106e-10 -165.135 0.0527333 13626 3.42602
2804.03 1164.18 0.939811 0.162125 0.0634571 1.11511e-09 -170.481 0.0465891 22656.4 3.23122
2770.64 1170.93 0.933191 0.0284245 0.043904 4.45356e-10 -166.962 0.0340012 25983.4 3.30087
2706.71 1168.19 0.946405 0.0466396 0.0527601 3.05801e-08 -165.481 0.0278114 24288.4 3.31931
2634.43 1163.34 0.930809 0.0434486 0.0741296 3.52648e-08 -169.347 0.0173992 19707.3 3.31581
2600.92 1171.77 0.942311 0.0831777 0.141068 1.75532e-07 -168.909 0.0115136 22990.7 3.22457
2530.59 1162.92 0.962251 0.0252353 0.0652842 3.31332e-08 -170.893 0.011234 24963.7 3.27628
2468.67 1180.94 0.992816 0.0210786 0.0233294 1.0834e-08 -174.752 0.00927085 17265.9 2.64647
2464.39 1180.3 1.00234 0.0186141 0.0249851 3.9157e-09 175.42 0.0958265 16632.8 2.0985
2406.46 1203.86 1.01873 0.0590789 0.00900675 2.44905e-08 165.449 0.0587881 15994.9 2.61363
2320.71 1203.79 1.04886 0.0539469 0.0316603 1.62954e-08 167.992 0.0535129 23519.9 3.3304
2282.68 1201.57 1.067 0.037022 0.0350503 2.86993e-08 162.677 0.0550373 30319.5 3.63203
2200.12 1150.2 1.07029 0.042844 0.104931 8.35524e-08 155.045 0.0393362 23676 3.61354
2144.16 1132.42 1.09568 0.0589174 0.104643 8.09748e-08 146.263 0.0194683 19191.8 3.45852
2081.48 1148.05 1.09922 0.0908213 0.271281 6.81361e-11 135.696 0.019986 28032.4 3.55055
2049.9 1163.67 1.10047 0.0391087 0.080024 7.58472e-07 136.369 0.0123972 24396.7 3.68213
1996.01 1226.09 1.11644 0.0506279 0.200935 1.07437e-06 129.93 0.0113187 26043.7 3.63936
1963.06 1242.81 1.10146 0.0416513 0.138006 8.0083e-07 128.564 0.0102616 26697.9 3.5251
1916.43 1277.52 1.12404 0.0505971 0.376199 1.15326e-06 122.469 0.0093694 28694 3.44095
1910.2 1310.99 1.11864 0.0791704 0.161239 1.00802e-06 123.103 0.0091034 32182.4 3.44587
1890.94 1388.75 1.13494 0.283514 0.425887 2.57613e-06 123.453 0.00818315 28059.3 3.25397
1865.73 1418.67 1.10098 0.0887926 0.453821 1.87401e-06 124.939 0.00937645 23006.5 3.4073
1826.36 1489.65 1.1051 0.163895 0.420382 1.81651e-06 122.947 0.0099087 24357.4 3.51753
1791.53 1497.39 1.06953 0.150209 0.622599 2.68612e-06 123.473 0.0086374 19271.7 3.37047
1745.27 1518.34 1.04343 0.00334974 0.0781694 2.47207e-07 125.503 0.00956246 18577 3.50099
1724.87 1555.49 1.04675 0.0977562 0.230153 1.34817e-06 126.094 0.00906765 25037.2 3.22298
1676.11 1592.8 1.04809 0.128879 0.289029 1.53792e-06 126.21 0.0118219 28918.4 3.07135
1644.74 1608.93 1.03087 0.0145146 0.211157 1.40359e-07 127.106 0.0119609 24060.7 3.26178
1604.41 1629.94 1.00943 0.00994249 0.193916 1.6265e-07 128.66 0.0110679 23353.8 3.59954
1572.87 1667.75 1.02894 0.0093901 0.338281 2.20205e-07 128.442 0.0123762 28879.2 3.53067
1531.13 1677.7 1.03166 0.0112891 0.0340587 1.12008e-07 122.333 0.0110341 28352.9 3.30939
1480.98 1696.91 1.01638 0.0257557 0.0978808 3.41592e-07 115.544 0.00853006 22136 3.30502
