meanPX meanPY meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2427.38 2368.03 0.856387 1.38527 2.07235 7.64885e-08 -95.2292 3.44791 4695.96 3.62041
2416.43 2321.6 0.857114 4.14009 6.50853 1.25289e-07 -81.2867 3.14017 13860.5 3.44449
2396.2 2315.86 0.858205 3.74767 6.12311 7.44608e-08 -67.3585 3.1183 15270.6 3.38429
2491.37 2276.78 0.859116 4.43435 4.99868 1.93618e-08 -57.6214 2.2597 17239.9 3.22984
2541.04 2224.18 0.864359 0.0401215 8.25237 3.20451e-07 -49.0529 1.66644 17807.4 3.18263
2613.78 2237.59 0.863891 0.259246 6.68205 2.27655e-07 -48.4584 1.25338 23352.3 3.17645
2614.07 2209.67 0.860321 6.78999 1.76016 9.03622e-08 -42.6086 1.20223 24631 3.27305
2812.51 2169.72 0.863677 8.27422 1.72463 1.34159e-07 -49.6829 0.659521 24213.2 3.14991
2797.22 2159.96 0.857475 12.4355 2.48113 1.86742e-07 -49.7721 0.570853 28228.8 3.23366
2861.03 2135.85 0.864883 17.7759 0.00142401 2.72628e-08 -46.2923 0.402912 22156.9 3.43895
2945.75 2111.87 0.862682 3.77238 0.0188768 5.20828e-09 -47.2406 0.198391 25509.7 3.2509
2987.33 2105.61 0.868945 6.18046 0.0750191 1.51327e-08 -47.7096 0.136953 24530.9 3.08689
2984.88 2121.59 0.869482 0.41795 9.72486e-05 7.07204e-07 -44.2501 0.136269 23987.2 3.25583
3031.36 2127.49 0.861896 0.308487 0.00709685 5.9823e-07 -48.1793 0.0928775 27471.8 3.5648
3076.3 2127.9 0.865067 0.526578 0.00354234 1.03939e-08 -54.9323 0.0717628 30762.1 3.48318
3131.37 2116.05 0.859448 0.401733 0.00708884 2.48512e-12 -64.2747 0.0456272 26588.1 3.36964
3170.61 2072.16 0.844551 0.649567 0.0107853 1.61192e-09 -72.537 0.0378588 29655.6 3.33496
3158.76 2056.58 0.834724 0.316659 0.00525127 4.46641e-10 -73.3664 0.0329597 30930.7 2.58227
3161.62 2037.95 0.857246 0.254728 0.0417416 7.48307e-08 -81.8311 0.024978 27286.1 2.25535
3164.18 1998.44 0.830612 0.261465 0.0568027 1.72518e-07 -90.9832 0.0247823 28361.1 2.30571
3166.32 1963.83 0.852333 0.800347 1.15766e-06 1.91083e-10 -92.7767 0.0222472 31919.6 3.00307
3156.76 1926.19 0.854919 1.18155 0.000121247 9.95893e-12 -95.1998 0.0156614 32709.4 3.18991
3138.26 1877.61 0.852619 0.142176 0.0172911 2.49185e-08 -99.2449 0.0142079 30712.6 2.9354
3141.52 1843.39 0.864681 0.694595 0.0680132 1.19835e-07 -101.198 0.0122312 32839.8 2.84588
3112.99 1784.41 0.861491 0.228267 0.00633203 6.97225e-07 -105.71 0.0147582 31994.6 2.53598
3114.12 1735.7 0.889147 0.134053 0.00487275 3.96555e-07 -105.194 0.0131586 29944 2.22998
3115.49 1680.55 0.890243 0.124885 0.00522491 1.9369e-07 -108.323 0.0106162 30094 2.9034
3106.99 1616.76 0.904803 0.259078 0.0235098 4.61868e-07 -112.339 0.0101215 31039.3 3.10644
3087.28 1561.51 0.897126 0.114088 0.0132965 2.57939e-07 -116.388 0.00979731 29975 3.40926
