meanPX meanPY meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2362.47 2362.35 0.875294 0.300855 2.37095 1.20352e-07 -98.6703 3.5216 5066.88 2.0707
2415.01 2332.03 0.873489 4.58998 7.04382 5.42129e-07 -88.2787 2.92869 10383.1 2.06732
2401.67 2364.87 0.872687 4.07207 5.17318 3.77288e-07 -64.4398 2.48747 13660.3 2.05557
2469.77 2288.33 0.875714 6.29477 6.90736 4.24098e-07 -59.9251 2.12883 21214.7 2.03786
2591.96 2236.63 0.874928 5.19478 3.87647 2.18307e-07 -50.5527 1.50369 19934.8 2.03166
2619.96 2241.49 0.877714 16.9976 4.35665 4.07235e-07 -44.7254 1.30352 23764.3 2.03514
2637.07 2221.94 0.875292 6.81684 9.44588 4.2874e-07 -41.2178 0.940897 25090.5 2.01838
2827.59 2172.1 0.874561 4.63517 4.59458 1.72275e-07 -42.5086 0.520064 23516.9 1.97549
2790.95 2158.59 0.873271 4.95017 7.49067 2.53899e-07 -38.6643 0.597346 28253.5 1.96996
2786.92 2154.51 0.869838 1.51367 2.70857 7.36359e-08 -38.5195 0.389525 26747 1.96977
2814.01 2146.9 0.868142 3.21749 5.73208 2.73707e-08 -36.5299 0.338389 25068.9 1.94306
2891.61 2142.68 0.874137 2.03398 3.14382 1.09e-08 -37.7373 0.225951 21230.1 1.96876
2945.48 2139.34 0.881358 10.5776 14.0376 2.23504e-08 -41.2536 0.180938 22182.5 1.90468
2974.55 2154.86 0.884082 3.99049 5.09029 1.46907e-08 -44.5077 0.15287 28569.8 1.90888
3042.6 2146.64 0.885217 0.888618 0.195277 9.56688e-08 -56.2952 0.106825 26835.5 1.88133
3126.25 2122.93 0.886473 0.324514 0.116753 7.43822e-08 -65.0402 0.0727357 30456.8 1.87554
3165.72 2084.12 0.890049 0.482519 0.189796 1.02944e-07 -72.2629 0.0522573 28344.6 1.90416
3148.14 2061.73 0.881069 0.87411 0.0126662 5.62265e-10 -73.7818 0.0413986 31101.2 1.85429
3164.93 2033.84 0.880137 0.408396 0.00545639 2.1076e-09 -82.1543 0.0413345 32596.6 1.87361
3181.51 1994.33 0.872717 0.297753 0.0492028 5.7049e-07 -89.3186 0.0240081 27373.7 1.85662
3166.52 1948.52 0.893685 0.623994 0.000566833 4.64442e-09 -92.7414 0.0342614 34760 1.90436
3150.72 1919.15 0.890072 0.1447 0.171905 5.63037e-08 -94.1415 0.022295 30735.7 1.91623
3152.93 1870.65 0.89355 0.376843 0.049952 2.30781e-07 -97.8251 0.0205725 34613.9 1.88202
3135.71 1833.36 0.894092 0.73276 0.0902552 3.16752e-07 -102.466 0.0177098 32085 1.89739
