meanPX meanPY meanPZ varPX varPY varPZ meanAngle angleStdev NEFF elapsedTime
2347.05 2325.67 0.853908 7.08469 20.8511 5.77799e-07 -104.762 3.69592 4352.43 2.15339
2345.75 2291.34 0.854728 3.20332 8.39656 2.0191e-07 -87.9034 3.52442 11068 2.15768
2311.66 2260.52 0.855717 1.98861 6.16412 1.08763e-07 -60.7419 3.85126 13991.8 2.13776
2292.42 2304.31 0.855165 3.2433 7.83578 4.01457e-07 -33.0301 4.16937 18860.4 2.10869
2283.98 2335.67 0.856962 2.09732 3.82336 2.2198e-07 -3.85244 3.83606 22326.1 2.10209
2325.82 2380.37 0.857438 1.50199 1.56382 1.29273e-07 -9.86842 3.21211 23300.3 2.06
2272.87 2346.74 0.855493 2.28254 3.53344 6.72173e-08 -10.1341 2.10293 25385.5 2.06591
2264.23 2369.94 0.858744 15.1628 0.0941407 2.07555e-07 -6.31998 2.0384 29154.5 2.08008
2278.93 2350.57 0.858961 11.7258 0.0797151 9.53871e-09 4.16419 1.46671 28601.4 2.06569
2355.61 2302.18 0.857539 6.86048 0.128254 1.47637e-09 1.85027 1.15714 25922.6 2.05697
2342.04 2309.28 0.861881 22.1582 0.246206 2.34395e-09 6.82485 0.839029 27753 2.02138
2457.21 2284.44 0.855732 6.5266 0.148262 1.53719e-10 -4.60981 0.825148 30933.6 2.03036
2488.79 2271.98 0.850716 9.86558 0.331072 1.24597e-08 -4.89456 0.888736 25699.8 1.98826
2656.73 2255.52 0.845862 11.6759 0.42967 5.40905e-08 -22.3831 0.650097 24355.6 1.942
2785.69 2219.62 0.841164 6.2359 0.128913 9.83754e-09 -37.747 0.545379 26405.7 1.94912
2970.13 2159.77 0.838508 3.73624 0.0265989 1.52931e-08 -58.0196 0.273645 21101.3 1.88721
3062.84 2096.68 0.83688 1.73841 0.00700825 6.01325e-09 -68.9128 0.178921 27389.6 1.89898
3074.7 2073.71 0.83682 1.16956 0.00736657 5.17616e-08 -69.643 0.1118 26184.7 1.91842
3104.4 2040.57 0.83885 0.526921 0.00501996 1.84246e-08 -80.6003 0.0652478 28697.2 1.9004
3119.94 1994.35 0.832903 0.292935 0.00279064 2.2561e-08 -91.3031 0.0411151 29497.6 1.95676
3108.56 1960.16 0.849854 0.931233 0.00563726 2.90544e-10 -91.9451 0.0328439 32977.3 1.95545
3110.02 1926.52 0.843919 0.345799 0.328457 4.43699e-09 -95.3865 0.0205604 30012.2 1.94716
